cell_type	filter	n_total	n_ptc	n_nmd_responsive	nmd_rate_ptc	nmd_rate_no_ptc	odds_ratio	or_ci_lower	or_ci_upper	p_value	fdr
AT	none	75899	8639	4477	0.2871860169001042	0.02967588462682129	13.172630277021593	12.341649159350103	14.063291642207504	0	0
DD	none	75899	8639	7646	0.4635953235328163	0.05413321439191198	15.09985351231377	14.29075107515146	15.93696843122675	0	0
DD_ALI	none	75899	8639	12748	0.16865377937261258	0.16787094855783527	1.0056093359059508	0.9465204696687393	1.0678632533865784	0.8544590016957638	0.8544590016957638
DO	none	75899	8639	50	0.0016205579349461744	5.352363960749331e-4	3.0309291325553187	1.5094963025341015	5.7603359133504926	0.001051156525289874	0.0012613878303478487
FB	none	75899	8639	2536	0.15788864451904155	0.017424918227772822	10.571832195185465	9.734415651895908	11.479292115411196	0	0
MV	none	75899	8639	6054	0.3840722305822433	0.04067796610169491	14.708259531276077	13.874168954068187	15.588515127745287	0	0
