ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000128272.18,ATF4,ATF4,1.078,8.835,6.086,0,0.024,-1.58095661559477
ENSG00000006652.15,IFRD1,IFRD1,1.145,6.279,5.368,0,0.09,-2.49013787289202
ENSG00000168564.6,CDKN2AIP,CDKN2AIP,0.856,5.419,4.903,0,0.218,-2.83666680161882
ENSG00000005007.14,UPF1,UPF1,0.557,7.608,3.949,0,0.849,-2.89519458477812
ENSG00000068028.18,RASSF1,RASSF1,1.102,5.434,4.804,0,0.218,-3.07357353419228
ENSG00000125351.14,UPF3B,UPF3B,0.769,4.317,4.441,0,0.48,-3.21149649420755
ENSG00000152457.19,DCLRE1C,DCLRE1C,0.83,4.83,4.152,0,0.667,-3.35129852471708
ENSG00000240230.6,COX19,COX19,0.833,4.61,4.016,0,0.849,-3.44335118325605
ENSG00000166024.14,R3HCC1L,R3HCC1L,0.644,4.498,3.948,0,0.849,-3.47209232993073
ENSG00000140830.9,TXNL4B,TXNL4B,0.923,4.415,4.217,0,0.637,-3.57735104424869
ENSG00000232956.10,SNHG15,SNHG15,1.389,4.896,4.368,0,0.489,-3.69544415324966
ENSG00000157106.18,SMG1,SMG1,0.726,7.159,3.676,0.001,1,-3.11825499243591
ENSG00000151461.20,UPF2,UPF2,0.553,5.816,3.616,0.001,1,-3.26419248731468
ENSG00000291152.1,,SBDSP1,1.04,5.349,3.755,0.001,1,-3.53786280712484
ENSG00000268043.9,NBPF12,NBPF12,0.892,4.478,3.645,0.001,1,-3.76912995224666
ENSG00000144161.14,ZC3H8,ZC3H8,1.042,3.819,3.509,0.001,1,-3.86247181775963
ENSG00000196756.15,SNHG17,SNHG17,1.225,4.289,3.896,0.001,0.894,-3.86984091385404
ENSG00000174365.22,SNHG11,SNHG11,0.882,3.537,3.654,0.001,1,-3.95664530369627
ENSG00000217576.7,,,5.406,-5.761,3.567,0.001,1,-4.51454767095871
ENSG00000100664.11,EIF5,EIF5,0.705,8.613,3.377,0.002,1,-3.27725725626598
ENSG00000104825.17,NFKBIB,NFKBIB,0.55,4.913,3.453,0.002,1,-3.61648607231421
ENSG00000232611.1,,,1.405,-0.561,3.324,0.002,1,-4.44558196078369
ENSG00000280136.2,,,3.866,-5.318,3.479,0.002,1,-4.50807431808138
ENSG00000031003.11,FAM13B,FAM13B,0.512,5.893,3.278,0.003,1,-3.56223099093696
ENSG00000290770.1,MFSD14CP,MFSD14CP,0.497,4.771,3.222,0.003,1,-3.7048145315773
ENSG00000165275.10,TRMT10B,TRMT10B,0.722,3.104,3.257,0.003,1,-4.16062853664319
ENSG00000139675.13,HNRNPA1L2,HNRNPA1L2,-5.732,-2.235,-3.292,0.003,1,-4.44821492511505
ENSG00000228789.10,HCG22,HCG22,1.995,-5.634,3.177,0.003,1,-4.51864285076409
ENSG00000233016.9,SNHG7,SNHG7,0.904,5.679,3.098,0.004,1,-3.76550544610053
ENSG00000088356.6,PDRG1,PDRG1,0.683,5.058,3.163,0.004,1,-3.82685253257959
ENSG00000291146.1,RP9P,RP9P,1.091,2.745,3.132,0.004,1,-4.29433410551724
ENSG00000198952.8,SMG5,SMG5,0.418,7.154,3.013,0.005,1,-3.55786461620002
ENSG00000138061.12,CYP1B1,CYP1B1,1.394,4.902,3.03,0.005,1,-3.56479835517318
ENSG00000133398.4,MED10,MED10,0.54,5.43,3.001,0.005,1,-3.7559447971652
ENSG00000125814.17,NAPB,NAPB,0.539,4.044,3.052,0.005,1,-4.03515638262025
ENSG00000175197.13,DDIT3,DDIT3,0.988,4.551,3.012,0.005,1,-4.09128263705515
ENSG00000141391.14,PRELID3A,PRELID3A,1.426,1.326,2.996,0.005,1,-4.43902008639558
ENSG00000278970.4,HEIH,HEIH,0.625,4.633,2.962,0.006,1,-3.93845242411255
ENSG00000168096.15,ANKS3,ANKS3,0.795,3.952,2.961,0.006,1,-4.10119687365323
ENSG00000291073.1,,,0.97,3.938,2.957,0.006,1,-4.20247931063545
ENSG00000115137.12,DNAJC27,DNAJC27,0.625,3.164,2.978,0.006,1,-4.218809659587
ENSG00000272582.1,,,-1.462,-2.844,-2.942,0.006,1,-4.50133857423971
ENSG00000259775.1,EIF5-DT,EIF5-DT,1.489,-2.46,2.938,0.006,1,-4.51188679221098
ENSG00000227036.10,LINC00511,LINC00511,0.691,3.499,2.841,0.008,1,-3.76957099601327
ENSG00000290535.1,,,0.796,1.709,2.861,0.008,1,-4.34621282232762
ENSG00000188938.17,FAM120AOS,FAM120AOS,0.412,5.635,2.808,0.009,1,-3.83158113441831
ENSG00000272888.8,CHASERR,CHASERR,0.594,6.226,2.776,0.009,1,-3.84349984143476
ENSG00000109065.12,NAT9,NAT9,0.655,5.159,2.808,0.009,1,-3.97542617480444
ENSG00000291078.1,,,0.714,3.099,2.779,0.009,1,-4.31529408212837
ENSG00000255663.1,,,2.674,1.068,2.808,0.009,1,-4.45454329991117
ENSG00000229732.1,,,-2.09,-4.909,-2.799,0.009,1,-4.51271806339711
ENSG00000288856.2,,,-1.74,-2.763,-2.797,0.009,1,-4.52803035152806
ENSG00000243960.1,,,-3.259,-3.424,-2.777,0.009,1,-4.53732657490613
ENSG00000185298.13,CCDC137,CCDC137,0.422,5.415,2.774,0.01,1,-3.84165745153738
ENSG00000105771.14,SMG9,SMG9,0.63,5.262,2.744,0.01,1,-3.91733499097873
ENSG00000291228.1,,,0.777,3.594,2.754,0.01,1,-4.26264000213149
ENSG00000291087.1,,CRYBB2P1,0.805,3.253,2.736,0.01,1,-4.30405576541957
ENSG00000214856.12,KRT16P1,KRT16P1,-3.598,-5.349,-2.759,0.01,1,-4.53564448052947
ENSG00000116698.22,SMG7,SMG7,0.409,6.89,2.723,0.011,1,-3.74993557751623
ENSG00000103061.13,SLC7A6OS,SLC7A6OS,0.411,4.662,2.696,0.011,1,-4.06277742209028
ENSG00000251192.8,ZNF674,ZNF674,0.989,2.081,2.704,0.011,1,-4.39372958688765
ENSG00000050426.16,LETMD1,LETMD1,0.499,5.069,2.665,0.012,1,-4.02171921414592
ENSG00000290383.1,,,3.658,0.004,2.665,0.012,1,-4.39230340398169
ENSG00000213995.12,NAXD,NAXD,0.354,5.479,2.646,0.013,1,-3.9501541660553
ENSG00000135637.14,CCDC142,CCDC142,0.617,3.974,2.643,0.013,1,-4.23041380870495
ENSG00000214783.9,POLR2J4,POLR2J4,0.815,1.896,2.641,0.013,1,-4.34010395600146
ENSG00000100483.14,VCPKMT,VCPKMT,0.6,3.345,2.622,0.014,1,-4.3091021449058
ENSG00000286136.2,,,1.423,-1.892,2.628,0.014,1,-4.52891156588717
ENSG00000237840.7,FAM21FP,FAM21FP,2.167,-3.174,2.599,0.014,1,-4.54040153709063
ENSG00000259287.2,,,-2.358,-3.317,-2.622,0.014,1,-4.54174055012578
ENSG00000154144.13,TBRG1,TBRG1,0.453,5.632,2.586,0.015,1,-3.97589755942908
ENSG00000267254.8,ZNF790-AS1,ZNF790-AS1,1.013,1.712,2.595,0.015,1,-4.4191499206988
ENSG00000293013.1,,,-2.688,-3.703,-2.588,0.015,1,-4.54125911181961
ENSG00000101181.18,MTG2,MTG2,0.569,4.866,2.551,0.016,1,-4.06095868679846
ENSG00000248049.8,UBA6-DT,UBA6-DT,0.75,3.946,2.566,0.016,1,-4.20722273025139
ENSG00000272473.2,,,2.248,-3.503,2.566,0.016,1,-4.54615836673533
ENSG00000226180.3,,,1.039,-0.807,2.524,0.017,1,-4.50759873836072
ENSG00000261220.3,ST3GAL1-DT,ST3GAL1-DT,-1.487,-1.248,-2.533,0.017,1,-4.52329613057554
ENSG00000280179.2,,,2.507,-4.678,2.54,0.017,1,-4.53179007837822
ENSG00000293167.1,,,1.744,-2.948,2.519,0.017,1,-4.5344218098814
ENSG00000186501.15,TMEM222,TMEM222,0.325,5.316,2.514,0.018,1,-4.03268853003334
ENSG00000273784.5,,,0.703,2.802,2.497,0.018,1,-4.3471105723181
ENSG00000291203.1,,,0.73,3.016,2.501,0.018,1,-4.36116308877173
ENSG00000214860.5,EVPLL,EVPLL,1.336,-1.345,2.496,0.018,1,-4.45005698600071
ENSG00000180245.7,RRH,RRH,-1.813,-2.446,-2.5,0.018,1,-4.52572421834718
ENSG00000250349.3,,,2.329,-3.3,2.503,0.018,1,-4.54370332747151
ENSG00000231365.7,WARS2-AS1,WARS2-AS1,0.647,3.545,2.489,0.019,1,-4.2880931441702
ENSG00000153790.12,SPMIP4,SPMIP4,1.011,0.986,2.472,0.019,1,-4.46902509301514
ENSG00000176659.11,LINC02910,LINC02910,1.707,-2.58,2.471,0.019,1,-4.51719157867539
ENSG00000266053.3,NDUFV2-AS1,NDUFV2-AS1,-1.12,-1.16,-2.473,0.019,1,-4.51937904527025
ENSG00000284713.2,SMIM38,SMIM38,2.677,-4.597,2.481,0.019,1,-4.539307671334
ENSG00000075539.15,FRYL,FRYL,0.349,5.749,2.46,0.02,1,-3.97553202094708
ENSG00000233369.8,GTF2IP4,GTF2IP4,3.742,4.036,2.453,0.02,1,-4.36148459663418
ENSG00000279569.1,,,-1.063,-0.946,-2.46,0.02,1,-4.51241182668176
ENSG00000188582.10,PAQR9,PAQR9,-1.691,-4.805,-2.465,0.02,1,-4.55015061953103
ENSG00000290554.1,ADCY10P1,ADCY10P1,0.883,-0.134,2.414,0.022,1,-4.48757119418238
ENSG00000288827.1,,,0.989,-0.216,2.41,0.022,1,-4.49819387806831
ENSG00000167747.18,C19orf48P,C19orf48P,5.47,-2.502,2.41,0.022,1,-4.51429302619224
ENSG00000274049.4,INO80B-WBP1,INO80B-WBP1,6.193,-1.31,2.408,0.022,1,-4.52655547240203
ENSG00000158482.10,SNX29P1,SNX29P1,2.66,-2.99,2.412,0.022,1,-4.54863783158625
ENSG00000178381.12,ZFAND2A,ZFAND2A,1.03,4.549,2.393,0.023,1,-4.29967056661953
ENSG00000129437.11,KLK14,KLK14,-2.343,-2.965,-2.4,0.023,1,-4.54129565929816
ENSG00000139514.13,SLC7A1,SLC7A1,0.47,6.38,2.385,0.024,1,-3.98949044427142
ENSG00000182400.15,TRAPPC6B,TRAPPC6B,0.322,5.496,2.387,0.024,1,-4.08709299095874
ENSG00000273204.1,,,1.336,-2.528,2.377,0.024,1,-4.54076881816472
ENSG00000143178.13,TBX19,TBX19,1.384,0.743,2.368,0.025,1,-4.49389129893602
ENSG00000213057.5,C1orf220,C1orf220,-1.674,-2.951,-2.367,0.025,1,-4.53947009950384
ENSG00000089234.16,BRAP,BRAP,0.297,5.126,2.341,0.026,1,-4.10831190752844
ENSG00000166484.20,MAPK7,MAPK7,0.616,4.45,2.345,0.026,1,-4.26352250672724
ENSG00000102543.14,CDADC1,CDADC1,0.545,3.216,2.345,0.026,1,-4.3506553815043
ENSG00000268107.6,,,1.167,0.572,2.344,0.026,1,-4.49685354106055
ENSG00000273004.1,,,1.836,-3.001,2.34,0.026,1,-4.55062171496377
ENSG00000260578.1,,,2.601,-3.192,2.343,0.026,1,-4.55511430633122
ENSG00000260996.1,,,-1.961,-4.927,-2.349,0.026,1,-4.56053337312594
ENSG00000110660.15,SLC35F2,SLC35F2,0.822,5.358,2.327,0.027,1,-4.17449664097551
ENSG00000111877.18,MCM9,MCM9,0.456,4.028,2.32,0.027,1,-4.23848206304987
ENSG00000254876.5,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP,-2.076,-1.368,-2.322,0.027,1,-4.54834329174322
ENSG00000234494.8,SP2-AS1,SP2-AS1,-1.416,-1.004,-2.311,0.028,1,-4.53151615596923
ENSG00000135953.11,MFSD9,MFSD9,0.455,4.373,2.302,0.029,1,-4.18501380550225
ENSG00000205534.6,SMG1P2,SMG1P2,1.138,2.767,2.301,0.029,1,-4.45889224671061
ENSG00000231466.2,,,1.712,-2.318,2.301,0.029,1,-4.5405574326624
ENSG00000272871.1,,,-1.854,-3.04,-2.297,0.029,1,-4.55150268691095
ENSG00000267360.6,,,2.29,-3.29,2.283,0.03,1,-4.56067033191339
ENSG00000122299.12,ZC3H7A,ZC3H7A,0.443,6.117,2.265,0.031,1,-4.09258467606256
ENSG00000196427.14,NBPF4,NBPF4,1.645,-4.254,2.264,0.031,1,-4.53856708104978
ENSG00000237356.7,,,-2.04,-2.357,-2.261,0.031,1,-4.55814265404989
ENSG00000251143.1,,,-1.189,-1.167,-2.254,0.032,1,-4.52677553268897
ENSG00000081138.14,CDH7,CDH7,-2.072,-4.171,-2.245,0.032,1,-4.54710221501861
ENSG00000291240.1,,,3.945,-4.071,2.253,0.032,1,-4.55507066130424
ENSG00000182307.14,C8orf33,C8orf33,0.363,5.929,2.244,0.033,1,-4.10951835265616
ENSG00000131791.8,PRKAB2,PRKAB2,0.454,5.248,2.239,0.033,1,-4.13409137434193
ENSG00000214293.11,APTR,APTR,0.558,3.401,2.221,0.034,1,-4.36645131900861
ENSG00000290835.1,,,0.669,2.93,2.23,0.034,1,-4.40443258599952
ENSG00000204387.14,SNHG32,SNHG32,0.562,6.831,2.212,0.035,1,-4.10274463514163
ENSG00000188677.15,PARVB,PARVB,-1.979,1.366,-2.193,0.036,1,-4.52593467758926
ENSG00000265401.1,,,-1.342,-2.032,-2.2,0.036,1,-4.54933230427519
ENSG00000181016.9,LSMEM1,LSMEM1,2.328,-3.745,2.188,0.037,1,-4.55855542697614
ENSG00000101346.15,POFUT1,POFUT1,0.363,6.347,2.17,0.038,1,-4.11891203519997
ENSG00000188283.12,ZNF383,ZNF383,0.606,3.696,2.172,0.038,1,-4.35678982317788
ENSG00000224790.3,HLCS-AS1,HLCS-AS1,-1.518,-1.527,-2.17,0.038,1,-4.54550345371551
ENSG00000237976.2,RFX5-AS1,RFX5-AS1,-1.771,-2.378,-2.173,0.038,1,-4.55987036759074
ENSG00000183696.14,UPP1,UPP1,0.904,5.558,2.16,0.039,1,-4.22440367117654
ENSG00000150401.15,DCUN1D2,DCUN1D2,0.551,3.835,2.155,0.039,1,-4.35534917478118
ENSG00000263956.8,NBPF11,NBPF11,0.729,3.964,2.163,0.039,1,-4.35971958421421
ENSG00000281706.5,,LINC01012,0.842,-0.815,2.162,0.039,1,-4.5227535185832
ENSG00000273175.2,,,-1.096,-0.407,-2.161,0.039,1,-4.52749711125309
ENSG00000285816.1,,,3.163,0.048,2.154,0.039,1,-4.53084956716507
ENSG00000245468.5,LINC02447,LINC02447,-2.11,-3.27,-2.161,0.039,1,-4.55562052656414
ENSG00000270136.6,MICOS10-NBL1,MICOS10-NBL1,2.867,-5.556,2.161,0.039,1,-4.56039643426059
ENSG00000288045.1,,,1.45,-3.819,2.161,0.039,1,-4.56778887475155
ENSG00000074054.21,CLASP1,CLASP1,0.304,6.148,2.152,0.04,1,-4.12517608370431
ENSG00000215302.9,WHAMMP4,WHAMMP4,1.033,0.165,2.15,0.04,1,-4.52573869675315
ENSG00000269968.1,,,-1.323,-0.559,-2.151,0.04,1,-4.53985793746951
ENSG00000227617.9,CERS6-AS1,CERS6-AS1,-1.592,-3.475,-2.153,0.04,1,-4.54728592750463
ENSG00000286219.2,NOTCH2NLC,NOTCH2NLC,0.959,3.081,2.135,0.041,1,-4.38367793941049
ENSG00000245556.5,SCAMP1-AS1,SCAMP1-AS1,0.784,2.908,2.142,0.041,1,-4.42432835549694
ENSG00000167077.13,MEI1,MEI1,2.828,-2.351,2.135,0.041,1,-4.56175833478611
ENSG00000198799.12,LRIG2,LRIG2,0.466,4.572,2.128,0.042,1,-4.26333063226476
ENSG00000290450.1,,,0.495,4.296,2.125,0.042,1,-4.32016342224021
ENSG00000185917.14,SETD4,SETD4,0.458,4.27,2.12,0.042,1,-4.32386300285858
ENSG00000231210.3,COMETT,COMETT,2.004,-3.039,2.127,0.042,1,-4.5598690325128
ENSG00000285793.1,,ANAPC1P2,0.922,3.064,2.113,0.043,1,-4.39878985614341
ENSG00000272263.1,,,-1.525,-3.545,-2.111,0.043,1,-4.55712427127263
ENSG00000255310.2,,,0.717,1.966,2.104,0.044,1,-4.45571938815717
ENSG00000260899.1,,,0.99,0.234,2.101,0.044,1,-4.50411430474756
ENSG00000186648.15,CARMIL3,CARMIL3,-1.228,-2.14,-2.104,0.044,1,-4.53572315828222
ENSG00000251022.6,THAP9-AS1,THAP9-AS1,1.023,4.818,2.097,0.045,1,-4.27937717767036
ENSG00000184271.18,POU6F1,POU6F1,0.802,1.842,2.093,0.045,1,-4.49140852317892
ENSG00000203761.5,MSTO2P,MSTO2P,1.559,0.929,2.093,0.045,1,-4.52237443952661
ENSG00000284959.3,,,-1.781,-3.28,-2.099,0.045,1,-4.55515971273326
ENSG00000224577.4,LINC01117,LINC01117,1.654,-4.219,2.093,0.045,1,-4.5694018569178
ENSG00000204256.14,BRD2,BRD2,0.477,8.395,2.08,0.046,1,-4.12274407067715
ENSG00000241258.7,CRCP,CRCP,0.397,5.911,2.084,0.046,1,-4.18212538547264
ENSG00000124596.17,OARD1,OARD1,0.449,4.617,2.081,0.046,1,-4.24533178801306
ENSG00000107021.16,TBC1D13,TBC1D13,0.436,5.046,2.087,0.046,1,-4.251499900294
ENSG00000140987.21,ZSCAN32,ZSCAN32,0.393,4.286,2.084,0.046,1,-4.32116652039421
ENSG00000218357.4,LINC01644,LINC01644,0.935,-2.606,2.086,0.046,1,-4.53005762864169
ENSG00000285128.1,,,0.976,-3.833,2.083,0.046,1,-4.54106290961881
ENSG00000165935.10,SMCO2,SMCO2,-1.878,-2.871,-2.082,0.046,1,-4.55856592852673
ENSG00000236532.6,LINC01695,LINC01695,-2.038,-4.251,-2.087,0.046,1,-4.55929942126135
ENSG00000258881.6,,,2.71,-4.574,2.079,0.046,1,-4.5666462069486
ENSG00000148297.16,MED22,MED22,0.319,5.24,2.075,0.047,1,-4.22262145065746
ENSG00000142751.15,GPN2,GPN2,0.494,5.335,2.078,0.047,1,-4.22386667062177
ENSG00000158882.15,TOMM40L,TOMM40L,0.408,4.289,2.071,0.047,1,-4.33975505173059
ENSG00000178301.4,AQP11,AQP11,-1.391,-1.951,-2.075,0.047,1,-4.55914382162482
ENSG00000259498.1,TPM1-AS,TPM1-AS,-2.112,-3.448,-2.075,0.047,1,-4.5659850396112
ENSG00000114982.19,KANSL3,KANSL3,0.383,5.87,2.066,0.048,1,-4.20114263105487
ENSG00000260236.2,PTPN23-DT,PTPN23-DT,0.868,0.135,2.067,0.048,1,-4.52790650354453
ENSG00000290763.1,,SDHAP1,0.651,2.873,2.053,0.049,1,-4.43878087722869
ENSG00000244474.6,UGT1A4,UGT1A4,1.299,-3.322,2.053,0.049,1,-4.53430943481458
ENSG00000285872.3,,,1.64,-3.022,2.055,0.049,1,-4.56155390193703
ENSG00000286192.1,,,1.395,-0.434,2.045,0.05,1,-4.54391375004797
ENSG00000167968.13,DNASE1L2,DNASE1L2,-1.346,-1.413,-2.047,0.05,1,-4.54602961456134
ENSG00000213402.3,PTPRCAP,PTPRCAP,3.326,-4.687,2.045,0.05,1,-4.55642794804442
ENSG00000268173.3,,,2.042,2.329,2.032,0.051,1,-4.50789969051805
ENSG00000196793.14,ZNF239,ZNF239,-1.897,0.286,-2.033,0.051,1,-4.54611981214421
ENSG00000171044.11,XKR6,XKR6,0.665,1.689,2.025,0.052,1,-4.48767100439567
ENSG00000105672.15,ETV2,ETV2,-1.045,-0.936,-2.022,0.052,1,-4.54288109328913
ENSG00000010379.16,SLC6A13,SLC6A13,-1.585,-3.276,-2.021,0.052,1,-4.55395194910126
ENSG00000290338.1,,FGD5P1,1.91,-4.255,2.022,0.052,1,-4.55613106681242
ENSG00000140650.13,PMM2,PMM2,0.403,6.151,2.012,0.053,1,-4.22413161507026
ENSG00000141076.18,UTP4,UTP4,0.353,5.744,2.016,0.053,1,-4.24112722721427
ENSG00000175161.14,CADM2,CADM2,2.041,-3.317,2.02,0.053,1,-4.55453206588401
ENSG00000246889.3,CTTN-DT,CTTN-DT,1.727,-1.971,2.015,0.053,1,-4.55817591990319
ENSG00000280273.2,,,1.298,-2.787,2.014,0.053,1,-4.56097047239672
ENSG00000282057.1,,,-1.767,-1.142,-2.018,0.053,1,-4.56190684519449
ENSG00000186432.10,KPNA4,KPNA4,0.326,7.336,2.009,0.054,1,-4.177565372619
ENSG00000129315.12,CCNT1,CCNT1,0.271,5.828,2.007,0.054,1,-4.22442864420948
ENSG00000198920.11,KIAA0753,KIAA0753,0.392,4.717,1.986,0.056,1,-4.30247690094162
ENSG00000147121.16,KRBOX4,KRBOX4,0.598,3.333,1.99,0.056,1,-4.45212597212088
ENSG00000273432.1,,,0.74,-0.485,1.988,0.056,1,-4.52332098263014
ENSG00000290263.1,,,1.956,-0.721,1.986,0.056,1,-4.55090377352656
ENSG00000291115.1,ZNF300P1,ZNF300P1,1.137,1.106,1.979,0.057,1,-4.51499116963286
ENSG00000277399.6,GPR179,GPR179,-1.952,-3.712,-1.983,0.057,1,-4.56149897156652
ENSG00000225259.4,ST13P6,ST13P6,0.842,-2.034,1.976,0.058,1,-4.55329438209785
ENSG00000246465.1,,,1.714,-4.871,1.975,0.058,1,-4.56945329881647
ENSG00000287593.1,,,-2.06,-4.456,-1.974,0.058,1,-4.5700899586958
ENSG00000057757.10,PITHD1,PITHD1,0.339,5.506,1.963,0.059,1,-4.25985359874228
ENSG00000136273.13,HUS1,HUS1,0.466,4.799,1.965,0.059,1,-4.35707623313008
ENSG00000174353.18,STAG3L3,STAG3L3,-1.888,-2.51,-1.963,0.059,1,-4.54190168118511
ENSG00000120669.16,SOHLH2,SOHLH2,2.756,-2.258,1.962,0.059,1,-4.56347566115425
ENSG00000256034.1,,,-1.699,-3.348,-1.966,0.059,1,-4.57028536556619
ENSG00000133475.19,GGT2P,GGT2P,1.976,-5.081,1.967,0.059,1,-4.57157991089547
ENSG00000110768.12,GTF2H1,GTF2H1,0.337,6.044,1.958,0.06,1,-4.24486795834103
ENSG00000289740.1,TALAM1,TALAM1,-1.077,0.443,-1.954,0.06,1,-4.46876372033069
ENSG00000290848.1,,,2.035,-2.489,1.958,0.06,1,-4.56003840572206
ENSG00000290711.1,,,2.904,-4.669,1.957,0.06,1,-4.56919907130919
ENSG00000267520.2,,,-3.32,-1.66,-1.945,0.061,1,-4.53566325129647
ENSG00000105650.23,PDE4C,PDE4C,-2.245,-2.616,-1.946,0.061,1,-4.55964397117799
ENSG00000151789.13,ZNF385D,ZNF385D,2.111,-2.091,1.945,0.061,1,-4.56298608902707
ENSG00000081721.12,DUSP12,DUSP12,0.434,4.372,1.939,0.062,1,-4.38549349533134
ENSG00000291201.1,,,0.518,3.142,1.94,0.062,1,-4.44627841647479
ENSG00000178093.14,TSSK6,TSSK6,0.716,0.387,1.929,0.063,1,-4.52199038489179
ENSG00000272599.2,,,-1.563,-1.406,-1.921,0.064,1,-4.56026631023234
ENSG00000047662.5,FAM184B,FAM184B,-2.043,-2.705,-1.924,0.064,1,-4.56564369168159
ENSG00000258017.3,TUBA1B-AS1,TUBA1B-AS1,-1.052,0.442,-1.913,0.065,1,-4.53341865097969
ENSG00000228218.1,ATF4P3,ATF4P3,0.729,-2.259,1.916,0.065,1,-4.55031459359781
ENSG00000230082.1,PRRT3-AS1,PRRT3-AS1,-1.627,-1.486,-1.92,0.065,1,-4.56221692416551
ENSG00000293382.1,,GPR199P,3.404,-4.467,1.917,0.065,1,-4.57199928979189
ENSG00000101782.15,RIOK3,RIOK3,0.341,7.303,1.91,0.066,1,-4.2268965123317
ENSG00000149716.13,LTO1,LTO1,0.475,4.358,1.907,0.066,1,-4.3853712197245
ENSG00000205592.16,MUC19,MUC19,-4.004,-2.918,-1.911,0.066,1,-4.56026699736025
ENSG00000215717.7,TMEM167B,TMEM167B,0.31,6.035,1.902,0.067,1,-4.26749893255978
ENSG00000138030.14,KHK,KHK,-0.927,0.402,-1.903,0.067,1,-4.53367412764759
ENSG00000238197.8,PAXBP1-AS1,PAXBP1-AS1,0.639,-0.552,1.905,0.067,1,-4.54453449087606
ENSG00000104756.17,KCTD9,KCTD9,0.328,6.109,1.897,0.068,1,-4.26720322227829
ENSG00000180011.7,PTGR3,PTGR3,-0.352,4.843,-1.894,0.068,1,-4.30872146155679
ENSG00000288825.1,H2AC18,H2AC18,2.739,0.727,1.894,0.068,1,-4.46572130905177
ENSG00000260280.5,SLX1B-SULT1A4,SLX1B-SULT1A4,-2.616,0.845,-1.892,0.068,1,-4.51375569078796
ENSG00000179846.11,NKPD1,NKPD1,-0.757,-1.414,-1.894,0.068,1,-4.53908771180997
ENSG00000214176.12,PLEKHM1P1,PLEKHM1P1,3.325,-0.669,1.893,0.068,1,-4.553297126236
ENSG00000002919.15,SNX11,SNX11,0.325,4.699,1.889,0.069,1,-4.34547722664474
ENSG00000185670.9,ZBTB3,ZBTB3,-0.397,2.337,-1.886,0.069,1,-4.47007311400765
ENSG00000177453.7,NIM1K,NIM1K,1.446,-1.578,1.885,0.069,1,-4.55970919979559
ENSG00000242735.1,RPSAP26,RPSAP26,-2.446,-4.283,-1.885,0.069,1,-4.56267080384913
ENSG00000215695.2,RSC1A1,RSC1A1,5.211,-1.069,1.89,0.069,1,-4.56483832693916
ENSG00000184486.10,POU3F2,POU3F2,-1.91,-4.786,-1.886,0.069,1,-4.57531284066387
ENSG00000104969.11,SGTA,SGTA,0.269,6.462,1.881,0.07,1,-4.26231183721579
ENSG00000166123.14,GPT2,GPT2,0.398,5.225,1.878,0.07,1,-4.28256062234337
ENSG00000271254.7,,,0.57,4.422,1.884,0.07,1,-4.39391407016076
ENSG00000162971.11,TYW5,TYW5,0.539,4.58,1.883,0.07,1,-4.39800964094389
ENSG00000067533.6,RRP15,RRP15,-0.551,4.713,-1.876,0.071,1,-4.35700006306099
ENSG00000106089.12,STX1A,STX1A,0.737,4.02,1.874,0.071,1,-4.45442921310752
ENSG00000108433.17,GOSR2,GOSR2,0.277,6.041,1.866,0.072,1,-4.29282554757835
ENSG00000148120.19,AOPEP,AOPEP,0.329,4.986,1.868,0.072,1,-4.35257162213459
ENSG00000291215.1,,,0.513,3.95,1.865,0.072,1,-4.40356603729157
ENSG00000291207.1,,,0.708,3.461,1.868,0.072,1,-4.46043735700756
ENSG00000170417.16,TMEM182,TMEM182,0.382,2.756,1.864,0.072,1,-4.46065221620199
ENSG00000167476.10,JSRP1,JSRP1,-1.465,-1.404,-1.865,0.072,1,-4.56586881954345
ENSG00000256802.3,LCIIAR,LCIIAR,-2.064,-1.7,-1.867,0.072,1,-4.56770379553996
ENSG00000267601.1,,,-1.445,-4.903,-1.864,0.072,1,-4.57621242290577
ENSG00000006432.16,MAP3K9,MAP3K9,0.355,3.82,1.859,0.073,1,-4.28104444782385
ENSG00000106404.14,CLDN15,CLDN15,0.877,2.474,1.862,0.073,1,-4.49115179490889
ENSG00000275778.3,,,1.3,0.749,1.857,0.073,1,-4.54173398255376
ENSG00000284686.1,,,1.764,-3.597,1.857,0.073,1,-4.57228218101295
ENSG00000101150.18,TPD52L2,TPD52L2,0.254,7.468,1.854,0.074,1,-4.25938124117447
ENSG00000100014.20,SPECC1L,SPECC1L,0.302,6.111,1.85,0.074,1,-4.2927731464185
ENSG00000100416.15,TRMU,TRMU,0.377,4.913,1.856,0.074,1,-4.36484506369917
ENSG00000286472.1,,,1.027,-2.853,1.854,0.074,1,-4.55411855635447
ENSG00000280332.1,,,-0.681,-1.825,-1.852,0.074,1,-4.55470632554595
ENSG00000268870.1,,,1.954,-3.803,1.853,0.074,1,-4.57095624347038
ENSG00000275140.1,SEC22B3P,SEC22B3P,-2.323,-3.993,-1.853,0.074,1,-4.57417377807472
ENSG00000169084.15,DHRSX,DHRSX,0.852,3.344,1.845,0.075,1,-4.46637936573406
ENSG00000285897.1,,,-2.479,-2.338,-1.844,0.075,1,-4.56713127998732
