ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000137962.13,ARHGAP29,ARHGAP29,-0.015,6.119,-0.027,0.979,1,-4.727394176137
ENSG00000166822.13,TMEM170A,TMEM170A,0.007,4.541,0.026,0.979,1,-4.72925570269353
ENSG00000170854.18,RIOX2,RIOX2,-0.005,5.189,-0.026,0.979,1,-4.75274755024423
ENSG00000204356.14,NELFE,NELFE,-0.006,5.922,-0.026,0.979,1,-4.76176924432821
ENSG00000170571.12,EMB,EMB,-0.01,3.976,-0.027,0.979,1,-4.76353446245794
ENSG00000173599.15,PC,PC,-0.01,5.031,-0.027,0.979,1,-4.76991387493249
ENSG00000234857.2,HNRNPUL2-BSCL2,HNRNPUL2-BSCL2,0.022,5.264,0.027,0.979,1,-4.77105398860546
ENSG00000134371.14,CDC73,CDC73,-0.005,6.036,-0.026,0.979,1,-4.77394842886209
ENSG00000288920.1,RPSA2,RPSA2,-0.012,6.074,-0.026,0.979,1,-4.78294679427155
ENSG00000117308.15,GALE,GALE,-0.005,5.938,-0.027,0.979,1,-4.78720950225671
ENSG00000101966.14,XIAP,XIAP,0.005,6.489,0.026,0.979,1,-4.78760086402213
ENSG00000138757.15,G3BP2,G3BP2,0.013,7.928,0.027,0.979,1,-4.80075119076074
ENSG00000015479.20,MATR3,MATR3,-0.007,7.756,-0.027,0.979,1,-4.80130391930792
ENSG00000179051.14,RCC2,RCC2,-0.007,7.304,-0.026,0.979,1,-4.80180578591643
ENSG00000146072.6,TNFRSF21,TNFRSF21,0.01,7.668,0.027,0.979,1,-4.80585804228764
ENSG00000106536.21,POU6F2,POU6F2,-0.059,-4.438,-0.026,0.98,1,-4.60607941326789
ENSG00000136859.10,ANGPTL2,ANGPTL2,-0.036,0.722,-0.026,0.98,1,-4.61156682753823
ENSG00000126838.10,PZP,PZP,-0.029,-2.657,-0.026,0.98,1,-4.61523440180275
ENSG00000125384.7,PTGER2,PTGER2,-0.021,-1.61,-0.025,0.98,1,-4.61549379475678
ENSG00000229689.5,ANKRD33BP1,ANKRD33BP1,-0.017,-1.371,-0.025,0.98,1,-4.61719678728619
ENSG00000251432.8,LINC02615,LINC02615,-0.015,0.285,-0.026,0.98,1,-4.61818199418006
ENSG00000273619.2,RPS21-DT,RPS21-DT,0.015,-0.164,0.026,0.98,1,-4.61913101350319
ENSG00000100336.18,APOL4,APOL4,-0.024,1.025,-0.025,0.98,1,-4.6242853909659
ENSG00000061656.11,SPAG4,SPAG4,-0.02,1.649,-0.025,0.98,1,-4.62629519707067
ENSG00000281406.2,BLACAT1,BLACAT1,-0.013,-0.905,-0.025,0.98,1,-4.63127414475932
ENSG00000117020.19,AKT3,AKT3,-0.015,1.951,-0.025,0.98,1,-4.63178237440208
ENSG00000184985.17,SORCS2,SORCS2,0.029,1.703,0.025,0.98,1,-4.63276667416419
ENSG00000130768.15,SMPDL3B,SMPDL3B,-0.016,0.924,-0.026,0.98,1,-4.64224440610724
ENSG00000291050.1,TEKT4P2,TEKT4P2,-0.013,2.779,-0.025,0.98,1,-4.64392457667485
ENSG00000164659.15,ELAPOR2,ELAPOR2,0.012,3.257,0.026,0.98,1,-4.64742289640291
ENSG00000257524.6,,,0.024,2.474,0.026,0.98,1,-4.65586838290211
ENSG00000142856.17,ITGB3BP,ITGB3BP,0.023,3.296,0.025,0.98,1,-4.65804742469505
ENSG00000152669.9,CCNO,CCNO,-0.014,2.174,-0.026,0.98,1,-4.68318530549446
ENSG00000173611.18,SCAI,SCAI,0.006,3.844,0.026,0.98,1,-4.68728786054447
ENSG00000133424.22,LARGE1,LARGE1,-0.014,4.419,-0.025,0.98,1,-4.69646663727038
ENSG00000154229.12,PRKCA,PRKCA,-0.013,5.117,-0.026,0.98,1,-4.72309996096666
ENSG00000156502.14,SUPV3L1,SUPV3L1,0.004,4.747,0.025,0.98,1,-4.72533686054913
ENSG00000185219.18,ZNF445,ZNF445,0.005,4.555,0.026,0.98,1,-4.72872532794726
ENSG00000104472.10,CHRAC1,CHRAC1,-0.005,4.993,-0.025,0.98,1,-4.73745796682034
ENSG00000002586.20,CD99,CD99,-0.008,6.053,-0.025,0.98,1,-4.74765476223883
ENSG00000122786.20,CALD1,CALD1,-0.01,6.76,-0.026,0.98,1,-4.7509105423038
ENSG00000120913.24,PDLIM2,PDLIM2,-0.01,5.494,-0.026,0.98,1,-4.75610381408714
ENSG00000145041.17,DCAF1,DCAF1,0.004,5.207,0.025,0.98,1,-4.75906092247396
ENSG00000112584.14,FAM120B,FAM120B,0.004,5.479,0.025,0.98,1,-4.76343451837829
ENSG00000103942.13,HOMER2,HOMER2,-0.006,3.738,-0.025,0.98,1,-4.77176092253305
ENSG00000163166.15,IWS1,IWS1,-0.005,5.748,-0.026,0.98,1,-4.77222403827826
ENSG00000025772.8,TOMM34,TOMM34,-0.008,5.835,-0.025,0.98,1,-4.77417923854918
ENSG00000125037.13,EMC3,EMC3,0.009,6.28,0.026,0.98,1,-4.77754571291357
ENSG00000162434.14,JAK1,JAK1,-0.006,7.523,-0.026,0.98,1,-4.79308895396891
ENSG00000124766.7,SOX4,SOX4,-0.013,7.138,-0.026,0.98,1,-4.7959457103798
ENSG00000140564.13,FURIN,FURIN,-0.007,7.387,-0.025,0.98,1,-4.79710927685666
ENSG00000189091.13,SF3B3,SF3B3,-0.006,7.484,-0.026,0.98,1,-4.79887008715764
ENSG00000117335.21,CD46,CD46,-0.005,8.241,-0.026,0.98,1,-4.79899540191359
ENSG00000165527.8,ARF6,ARF6,0.005,7.509,0.025,0.98,1,-4.80222584100939
ENSG00000169045.19,HNRNPH1,HNRNPH1,-0.006,8.347,-0.026,0.98,1,-4.80430175163464
ENSG00000198712.1,MT-CO2,MT-CO2,0.005,11.098,0.025,0.98,1,-4.80734876422344
ENSG00000034510.6,TMSB10,TMSB10,-0.008,10.224,-0.026,0.98,1,-4.80819468542216
ENSG00000145681.11,HAPLN1,HAPLN1,-0.124,-3.985,-0.023,0.981,1,-4.60361557841968
ENSG00000284048.2,,,-0.059,-5.179,-0.024,0.981,1,-4.6040224601279
ENSG00000230628.1,,,-0.025,-5.089,-0.024,0.981,1,-4.60517727430816
ENSG00000273001.1,PFKP-DT,PFKP-DT,-0.025,-3.475,-0.024,0.981,1,-4.60637149184271
ENSG00000168779.21,SHOX2,SHOX2,0.025,-4.376,0.025,0.981,1,-4.60699026521527
ENSG00000178631.7,ACTG1P1,ACTG1P1,-0.024,-3.314,-0.024,0.981,1,-4.60850463345225
ENSG00000162373.13,BEND5,BEND5,0.044,-1.13,0.025,0.981,1,-4.60975389009018
ENSG00000265148.7,TSPOAP1-AS1,TSPOAP1-AS1,0.021,-1.973,0.024,0.981,1,-4.61037499571361
ENSG00000140323.6,DISP2,DISP2,0.04,-0.472,0.024,0.981,1,-4.61183734986324
ENSG00000279168.3,,,-0.02,-2.023,-0.024,0.981,1,-4.61186139201079
ENSG00000275632.1,,,-0.013,-2.347,-0.024,0.981,1,-4.61198124961196
ENSG00000203497.3,PDCD4-AS1,PDCD4-AS1,-0.015,-0.585,-0.024,0.981,1,-4.61366578108483
ENSG00000289725.1,,,0.036,-2.513,0.024,0.981,1,-4.61381506144769
ENSG00000225159.1,NPM1P39,NPM1P39,-0.012,-1.348,-0.024,0.981,1,-4.61423974614051
ENSG00000237214.3,,,0.011,-1.134,0.024,0.981,1,-4.61441522125772
ENSG00000226266.8,,,-0.018,-1.357,-0.023,0.981,1,-4.61472663995463
ENSG00000112303.14,VNN2,VNN2,-0.05,-0.945,-0.025,0.981,1,-4.61576420023898
ENSG00000004468.13,CD38,CD38,0.043,0.645,0.024,0.981,1,-4.61692131506591
ENSG00000187908.20,DMBT1,DMBT1,-0.044,0.204,-0.024,0.981,1,-4.61899551210972
ENSG00000226360.5,RPL10AP6,RPL10AP6,0.009,-0.087,0.024,0.981,1,-4.62210856598492
ENSG00000214922.9,HLA-F-AS1,HLA-F-AS1,0.017,0.129,0.024,0.981,1,-4.62379921708075
ENSG00000008226.20,DLEC1,DLEC1,-0.018,0.298,-0.024,0.981,1,-4.62534616505468
ENSG00000170324.21,FRMPD2,FRMPD2,0.017,-1.058,0.024,0.981,1,-4.62608658106505
ENSG00000140876.11,NUDT7,NUDT7,0.01,1.525,0.023,0.981,1,-4.63166620739613
ENSG00000272086.2,GOLPH3-DT,GOLPH3-DT,-0.008,1.461,-0.024,0.981,1,-4.63304783005492
ENSG00000197385.6,ZNF860,ZNF860,0.006,1.066,0.024,0.981,1,-4.63580358168494
ENSG00000093009.11,CDC45,CDC45,0.023,2.198,0.024,0.981,1,-4.63698426406316
ENSG00000218510.9,LINC00339,LINC00339,-0.008,2.516,-0.025,0.981,1,-4.64517723800859
ENSG00000279457.4,WASH9P,WASH9P,-0.01,2.831,-0.024,0.981,1,-4.65264637622852
ENSG00000140479.18,PCSK6,PCSK6,0.021,2.314,0.024,0.981,1,-4.65702534800181
ENSG00000163975.14,MELTF,MELTF,0.027,2.56,0.024,0.981,1,-4.66177260971838
ENSG00000198618.5,PPIAP22,PPIAP22,-0.008,4.014,-0.024,0.981,1,-4.66737849802446
ENSG00000147804.10,SLC39A4,SLC39A4,0.007,3.036,0.024,0.981,1,-4.67041189200576
ENSG00000136305.12,CIDEB,CIDEB,0.011,2.021,0.024,0.981,1,-4.67047484545369
ENSG00000204642.14,HLA-F,HLA-F,0.019,3.616,0.025,0.981,1,-4.67149074011516
ENSG00000154914.17,USP43,USP43,0.007,1.658,0.024,0.981,1,-4.69258539315994
ENSG00000168389.18,MFSD2A,MFSD2A,0.015,3.753,0.024,0.981,1,-4.69425970616153
ENSG00000124813.23,RUNX2,RUNX2,-0.008,2.447,-0.025,0.981,1,-4.69438904573207
ENSG00000160908.15,ZNF394,ZNF394,0.004,3.749,0.024,0.981,1,-4.6951294086354
ENSG00000159763.4,PIP,PIP,0.016,-0.362,0.024,0.981,1,-4.71070024755514
ENSG00000139192.12,TAPBPL,TAPBPL,-0.01,4.305,-0.024,0.981,1,-4.71208831056297
ENSG00000176142.13,TMEM39A,TMEM39A,-0.009,5.005,-0.024,0.981,1,-4.71365581037425
ENSG00000291113.1,,,-0.009,4.494,-0.023,0.981,1,-4.72932572557094
ENSG00000143256.5,PFDN2,PFDN2,-0.006,5.102,-0.024,0.981,1,-4.73955461059619
ENSG00000138032.21,PPM1B,PPM1B,0.004,5.116,0.024,0.981,1,-4.75622603644371
ENSG00000116120.11,FARSB,FARSB,0.006,5.704,0.024,0.981,1,-4.75721840680358
ENSG00000154582.18,ELOC,ELOC,0.006,6.044,0.024,0.981,1,-4.76236995562282
ENSG00000136861.19,CDK5RAP2,CDK5RAP2,0.008,5.549,0.024,0.981,1,-4.76558026439369
ENSG00000164609.10,SLU7,SLU7,-0.004,5.634,-0.024,0.981,1,-4.77081207839127
ENSG00000151150.22,ANK3,ANK3,0.007,4.634,0.023,0.981,1,-4.77425847146903
ENSG00000151693.11,ASAP2,ASAP2,0.007,5.78,0.023,0.981,1,-4.77899532868095
ENSG00000122958.15,VPS26A,VPS26A,0.004,6.851,0.024,0.981,1,-4.79107975765484
ENSG00000186918.14,ZNF395,ZNF395,-0.01,5.64,-0.024,0.981,1,-4.7945615257124
ENSG00000085117.12,CD82,CD82,0.008,6.092,0.024,0.981,1,-4.79506159952361
ENSG00000162522.11,KIAA1522,KIAA1522,-0.004,7.161,-0.024,0.981,1,-4.80488258719263
ENSG00000134020.8,PEBP4,PEBP4,0.039,-3.871,0.022,0.982,1,-4.60398445875338
ENSG00000271576.2,PRKACB-DT,PRKACB-DT,-0.022,-3.157,-0.023,0.982,1,-4.60554142962933
ENSG00000135074.16,ADAM19,ADAM19,-0.037,0.22,-0.023,0.982,1,-4.6084982137204
ENSG00000250519.7,,,0.023,-1.99,0.022,0.982,1,-4.60889671645454
ENSG00000112276.14,BVES,BVES,-0.032,-0.048,-0.023,0.982,1,-4.61069037832635
ENSG00000136928.7,GABBR2,GABBR2,-0.068,-0.352,-0.023,0.982,1,-4.610743460669
ENSG00000166924.9,NYAP1,NYAP1,-0.014,-1.054,-0.022,0.982,1,-4.61183326605863
ENSG00000226525.5,RPS7P10,RPS7P10,-0.012,-1.442,-0.022,0.982,1,-4.61305993912482
ENSG00000160183.17,TMPRSS3,TMPRSS3,-0.026,-1.578,-0.023,0.982,1,-4.61546506279342
ENSG00000293503.1,,,0.026,-0.834,0.023,0.982,1,-4.61594177107187
ENSG00000216285.5,,,0.012,-1.409,0.023,0.982,1,-4.61991132778931
ENSG00000285294.1,LINC00842,LINC00842,-0.026,-1.173,-0.022,0.982,1,-4.62140508063533
ENSG00000152503.10,TRIM36,TRIM36,-0.014,0.62,-0.023,0.982,1,-4.62236274104705
ENSG00000055732.13,MCOLN3,MCOLN3,-0.013,0.673,-0.023,0.982,1,-4.62675967608199
ENSG00000287263.3,,,0.013,1.402,0.023,0.982,1,-4.62734740866584
ENSG00000197165.11,SULT1A2,SULT1A2,-0.017,0.187,-0.022,0.982,1,-4.63134002207609
ENSG00000139190.17,VAMP1,VAMP1,-0.016,1.686,-0.023,0.982,1,-4.63429330403324
ENSG00000137672.13,TRPC6,TRPC6,0.044,3.136,0.022,0.982,1,-4.63643797416263
ENSG00000165046.13,LETM2,LETM2,-0.01,2.199,-0.023,0.982,1,-4.64797356039699
ENSG00000154429.11,CCSAP,CCSAP,0.007,3.132,0.022,0.982,1,-4.66286080166282
ENSG00000072954.7,TMEM38A,TMEM38A,-0.009,2.881,-0.023,0.982,1,-4.67218546471995
ENSG00000046647.14,GEMIN8,GEMIN8,-0.008,3.599,-0.023,0.982,1,-4.67424504955574
ENSG00000203985.11,LDLRAD1,LDLRAD1,0.012,0.046,0.023,0.982,1,-4.68118110179379
ENSG00000196696.14,PDXDC2P-NPIPB14P,PDXDC2P-NPIPB14P,0.008,3.833,0.022,0.982,1,-4.68945665267892
ENSG00000197056.11,ZMYM1,ZMYM1,-0.007,3.969,-0.022,0.982,1,-4.69318444365657
ENSG00000119723.17,COQ6,COQ6,0.005,4.326,0.023,0.982,1,-4.69557150687326
ENSG00000105520.11,PLPPR2,PLPPR2,0.007,4.693,0.022,0.982,1,-4.70086532893816
ENSG00000185262.9,UBALD2,UBALD2,-0.012,4.821,-0.023,0.982,1,-4.73033901004252
ENSG00000161267.12,BDH1,BDH1,0.007,3.55,0.023,0.982,1,-4.73110026544202
ENSG00000005889.16,ZFX,ZFX,-0.007,5.071,-0.022,0.982,1,-4.73984460056381
ENSG00000123992.20,DNPEP,DNPEP,0.006,5.366,0.023,0.982,1,-4.76016226073781
ENSG00000131023.13,LATS1,LATS1,0.004,5.38,0.023,0.982,1,-4.76507808914705
ENSG00000102805.16,CLN5,CLN5,-0.005,5.645,-0.023,0.982,1,-4.76526424047782
ENSG00000052749.14,RRP12,RRP12,-0.007,5.564,-0.023,0.982,1,-4.76638614571272
ENSG00000087502.19,ERGIC2,ERGIC2,-0.004,6.103,-0.023,0.982,1,-4.7740323633998
ENSG00000141258.13,SGSM2,SGSM2,-0.007,5.948,-0.022,0.982,1,-4.77705746186888
ENSG00000123240.17,OPTN,OPTN,-0.006,6.528,-0.023,0.982,1,-4.7780531063997
ENSG00000106771.13,TMEM245,TMEM245,0.005,6.53,0.022,0.982,1,-4.77909760405822
ENSG00000083307.12,GRHL2,GRHL2,0.005,2.099,0.023,0.982,1,-4.78226375903513
ENSG00000148943.12,LIN7C,LIN7C,0.005,6.119,0.022,0.982,1,-4.78286028867098
ENSG00000141568.21,FOXK2,FOXK2,-0.004,6.139,-0.022,0.982,1,-4.78325541257189
ENSG00000049618.25,ARID1B,ARID1B,-0.004,6.143,-0.023,0.982,1,-4.78514696840774
ENSG00000159461.15,AMFR,AMFR,0.006,6.452,0.023,0.982,1,-4.78760401082185
ENSG00000185728.17,YTHDF3,YTHDF3,0.003,6.731,0.022,0.982,1,-4.78834748179032
ENSG00000185164.15,NOMO2,NOMO2,-0.007,7.596,-0.023,0.982,1,-4.7961607656792
ENSG00000128641.19,MYO1B,MYO1B,0.007,7.339,0.022,0.982,1,-4.79969720078695
ENSG00000103769.10,RAB11A,RAB11A,-0.005,7.999,-0.022,0.982,1,-4.80321550577448
ENSG00000205420.11,KRT6A,KRT6A,0.045,4.377,0.023,0.982,1,-4.8059095176896
ENSG00000177791.12,MYOZ1,MYOZ1,-0.026,-4.219,-0.021,0.983,1,-4.60471959916094
ENSG00000108387.16,SEPTIN4,SEPTIN4,-0.034,-3.239,-0.022,0.983,1,-4.6063164156807
ENSG00000239521.12,CASTOR3P,CASTOR3P,0.058,-3.61,0.022,0.983,1,-4.60684865335573
ENSG00000188981.11,MSANTD1,MSANTD1,-0.013,-2.719,-0.021,0.983,1,-4.6087530514744
ENSG00000144583.5,MARCHF4,MARCHF4,0.047,-0.172,0.021,0.983,1,-4.61188252767919
ENSG00000164287.13,CDC20B,CDC20B,-0.031,-0.906,-0.021,0.983,1,-4.6130070046002
ENSG00000279133.1,,,-0.01,-1.325,-0.021,0.983,1,-4.61783253843537
ENSG00000186603.7,HPDL,HPDL,-0.011,-0.247,-0.021,0.983,1,-4.62072966149147
ENSG00000286707.1,,,-0.01,-0.149,-0.022,0.983,1,-4.6234277710467
ENSG00000023902.14,PLEKHO1,PLEKHO1,-0.02,2.663,-0.021,0.983,1,-4.62520325205208
ENSG00000273760.1,,,-0.019,-1.911,-0.022,0.983,1,-4.62827867814919
ENSG00000247287.3,PRKCH-AS1,PRKCH-AS1,0.011,0.085,0.022,0.983,1,-4.62969957235078
ENSG00000236618.3,PITPNA-AS1,PITPNA-AS1,-0.014,1.314,-0.022,0.983,1,-4.63002615177129
ENSG00000291046.1,,,0.01,1.046,0.022,0.983,1,-4.63073345219632
ENSG00000226259.11,GTF2H2B,GTF2H2B,-0.021,2.223,-0.021,0.983,1,-4.63129190490312
ENSG00000188312.15,CENPP,CENPP,-0.015,1.319,-0.022,0.983,1,-4.63146144679712
ENSG00000138669.10,PRKG2,PRKG2,-0.014,0.514,-0.021,0.983,1,-4.63658949527981
ENSG00000168243.11,GNG4,GNG4,0.018,-0.008,0.022,0.983,1,-4.64433893449974
ENSG00000165359.16,INTS6L,INTS6L,0.01,2.079,0.021,0.983,1,-4.64885734607452
ENSG00000250251.7,PKD1P6,PKD1P6,0.008,3.053,0.021,0.983,1,-4.65297603122088
ENSG00000206337.12,HCP5,HCP5,0.013,2.842,0.022,0.983,1,-4.66148882382939
ENSG00000173281.5,PPP1R3B,PPP1R3B,0.011,4.08,0.021,0.983,1,-4.66745806444168
ENSG00000172728.16,FUT10,FUT10,-0.005,3.483,-0.021,0.983,1,-4.66909853034444
ENSG00000162390.18,ACOT11,ACOT11,0.007,3.467,0.022,0.983,1,-4.69754117212701
ENSG00000001460.18,STPG1,STPG1,-0.01,3.965,-0.021,0.983,1,-4.69903198214413
ENSG00000023608.5,SNAPC1,SNAPC1,0.012,4.879,0.021,0.983,1,-4.70866272875249
ENSG00000094755.17,GABRP,GABRP,0.015,1.27,0.022,0.983,1,-4.71269817777305
ENSG00000167183.3,PRR15L,PRR15L,0.008,1.194,0.022,0.983,1,-4.71341098048948
ENSG00000143553.11,SNAPIN,SNAPIN,-0.006,5.011,-0.021,0.983,1,-4.71723156725916
ENSG00000111790.14,FGFR1OP2,FGFR1OP2,0.005,5.021,0.022,0.983,1,-4.72637616486689
ENSG00000161800.13,RACGAP1,RACGAP1,-0.017,4.933,-0.022,0.983,1,-4.73328262926054
ENSG00000121058.5,COIL,COIL,0.004,4.633,0.021,0.983,1,-4.73537792225199
ENSG00000111348.9,ARHGDIB,ARHGDIB,0.013,5.991,0.022,0.983,1,-4.74816296545758
ENSG00000137269.15,LRRC1,LRRC1,-0.006,4.542,-0.021,0.983,1,-4.74865810706004
ENSG00000143751.10,SDE2,SDE2,-0.003,5.215,-0.021,0.983,1,-4.75026710557493
ENSG00000074964.17,ARHGEF10L,ARHGEF10L,0.008,4.287,0.022,0.983,1,-4.75983762008667
ENSG00000147955.18,SIGMAR1,SIGMAR1,0.003,5.87,0.022,0.983,1,-4.76087859871996
ENSG00000273841.6,TAF9,TAF9,-0.006,6.155,-0.022,0.983,1,-4.76541216052995
ENSG00000187605.16,TET3,TET3,0.005,5.016,0.021,0.983,1,-4.77039247562533
ENSG00000158092.7,NCK1,NCK1,0.006,5.865,0.022,0.983,1,-4.77571567425036
ENSG00000197912.16,SPG7,SPG7,0.005,6.201,0.022,0.983,1,-4.77869962401466
ENSG00000293320.1,,,0.029,6.101,0.022,0.983,1,-4.78190080830646
ENSG00000113441.16,LNPEP,LNPEP,0.005,6.303,0.021,0.983,1,-4.78637939359314
ENSG00000155066.16,PROM2,PROM2,0.005,3.789,0.022,0.983,1,-4.79486883504389
ENSG00000185499.17,MUC1,MUC1,-0.007,6.27,-0.021,0.983,1,-4.8006121634146
ENSG00000130821.17,SLC6A8,SLC6A8,-0.012,6.584,-0.021,0.983,1,-4.80332338171013
ENSG00000161970.15,RPL26,RPL26,-0.004,9.091,-0.022,0.983,1,-4.8051719722079
ENSG00000170054.16,SERPINA9,SERPINA9,-0.032,-6,-0.021,0.984,1,-4.60354031169969
ENSG00000086991.13,NOX4,NOX4,-0.027,-1.579,-0.02,0.984,1,-4.60506159658644
ENSG00000257568.1,MON2-AS1,MON2-AS1,0.013,-5.557,0.02,0.984,1,-4.60543821286296
ENSG00000231304.2,SGO1-AS1,SGO1-AS1,0.025,-3.924,0.021,0.984,1,-4.60587683569532
ENSG00000290557.1,,,0.05,-4.491,0.02,0.984,1,-4.60705063096112
ENSG00000273155.1,,,-0.026,-2.028,-0.021,0.984,1,-4.60723793611092
ENSG00000172955.17,ADH6,ADH6,-0.022,-2.769,-0.02,0.984,1,-4.60913734623852
ENSG00000226690.9,,,0.026,-3.925,0.021,0.984,1,-4.609325948816
ENSG00000101883.6,RHOXF1,RHOXF1,-0.022,-3.326,-0.02,0.984,1,-4.60974018982899
ENSG00000166866.13,MYO1A,MYO1A,-0.013,-3.837,-0.02,0.984,1,-4.61084612877873
ENSG00000279968.3,CCDC28A-AS1,CCDC28A-AS1,0.013,-1.161,0.021,0.984,1,-4.61276274452229
ENSG00000290461.1,,,-0.013,-1.944,-0.021,0.984,1,-4.62193608874019
ENSG00000125910.6,S1PR4,S1PR4,0.013,-1.53,0.02,0.984,1,-4.62200945326478
ENSG00000189134.4,NKAPL,NKAPL,0.009,0.467,0.02,0.984,1,-4.62546102266862
ENSG00000241506.1,PSMC1P1,PSMC1P1,0.006,0.145,0.02,0.984,1,-4.62576512911279
ENSG00000183793.14,NPIPA5,NPIPA5,0.037,1.474,0.02,0.984,1,-4.63105863976432
ENSG00000196584.4,XRCC2,XRCC2,0.015,1.778,0.02,0.984,1,-4.63922066291764
ENSG00000223459.6,TCAF1P1,TCAF1P1,-0.006,2.482,-0.02,0.984,1,-4.64503405529577
ENSG00000009765.15,IYD,IYD,-0.008,-0.413,-0.02,0.984,1,-4.64609231393485
ENSG00000285508.2,,,0.013,2.833,0.02,0.984,1,-4.64846763808978
ENSG00000172731.15,LRRC20,LRRC20,-0.008,3.222,-0.02,0.984,1,-4.65787568940437
ENSG00000133460.20,SLC2A11,SLC2A11,0.007,3.176,0.02,0.984,1,-4.66226080852956
ENSG00000137274.13,BPHL,BPHL,0.008,3.916,0.021,0.984,1,-4.67351777112966
ENSG00000185442.13,FAM174B,FAM174B,0.01,4.096,0.02,0.984,1,-4.67719715764696
ENSG00000205084.12,TMEM231,TMEM231,0.012,4.792,0.02,0.984,1,-4.68840340425157
ENSG00000075234.17,TTC38,TTC38,0.008,4.551,0.02,0.984,1,-4.69069258918556
ENSG00000117479.15,SLC19A2,SLC19A2,0.008,3.906,0.02,0.984,1,-4.69179759251628
ENSG00000291110.1,,TRIM16L,-0.012,3.755,-0.02,0.984,1,-4.70293580015696
ENSG00000111199.12,TRPV4,TRPV4,-0.009,3.205,-0.02,0.984,1,-4.70500720639892
ENSG00000169733.12,RFNG,RFNG,0.004,4.656,0.021,0.984,1,-4.70643908577045
ENSG00000174483.20,BBS1,BBS1,-0.005,4.414,-0.021,0.984,1,-4.73260379602222
ENSG00000159792.10,PSKH1,PSKH1,-0.008,5.379,-0.02,0.984,1,-4.74926013632064
ENSG00000111907.21,TPD52L1,TPD52L1,0.008,4.221,0.02,0.984,1,-4.76209277070356
ENSG00000188486.4,H2AX,H2AX,0.01,5.859,0.02,0.984,1,-4.76295668543281
ENSG00000128585.18,MKLN1,MKLN1,0.003,5.937,0.021,0.984,1,-4.7741062695264
ENSG00000130522.6,JUND,JUND,-0.008,6.519,-0.02,0.984,1,-4.77987706305705
ENSG00000167635.12,ZNF146,ZNF146,-0.004,6.127,-0.02,0.984,1,-4.78139971041482
ENSG00000136731.13,UGGT1,UGGT1,-0.006,6.874,-0.021,0.984,1,-4.78792355688216
ENSG00000117139.18,KDM5B,KDM5B,0.004,6.715,0.021,0.984,1,-4.79467758007587
ENSG00000120742.11,SERP1,SERP1,-0.004,7.793,-0.02,0.984,1,-4.79957319583607
ENSG00000138594.14,TMOD3,TMOD3,-0.004,7.358,-0.02,0.984,1,-4.8010165064521
ENSG00000196924.19,FLNA,FLNA,0.006,9.768,0.02,0.984,1,-4.80681035880556
ENSG00000261241.8,LINC02128,LINC02128,-0.018,-4.73,-0.02,0.985,1,-4.60840294147167
ENSG00000290735.1,,,-0.025,-3.001,-0.019,0.985,1,-4.60974353146775
ENSG00000246228.7,CASC8,CASC8,0.016,-1.809,0.019,0.985,1,-4.61257054942045
ENSG00000255856.2,,,-0.014,-1.754,-0.018,0.985,1,-4.61295402071729
ENSG00000176927.16,EFCAB5,EFCAB5,0.016,-0.371,0.019,0.985,1,-4.61509045531068
ENSG00000176381.6,PRR18,PRR18,0.018,-2.298,0.019,0.985,1,-4.61514986336604
ENSG00000224383.8,PRR29,PRR29,-0.022,0.49,-0.02,0.985,1,-4.61664720326357
ENSG00000107719.10,PALD1,PALD1,-0.021,1.128,-0.019,0.985,1,-4.6169926154072
ENSG00000267757.4,EML2-AS1,EML2-AS1,-0.011,-0.503,-0.019,0.985,1,-4.61741727163168
ENSG00000253671.3,,,0.018,-0.002,0.019,0.985,1,-4.62197912778007
ENSG00000204397.10,CARD16,CARD16,-0.011,2.924,-0.018,0.985,1,-4.63370903190755
ENSG00000188373.5,GPR15LG,GPR15LG,-0.017,-2.207,-0.019,0.985,1,-4.64217144431928
ENSG00000253846.3,PCDHGA10,PCDHGA10,0.013,2.261,0.02,0.985,1,-4.64825158875125
ENSG00000174808.12,BTC,BTC,-0.01,1.479,-0.019,0.985,1,-4.65216000597735
ENSG00000169105.8,CHST14,CHST14,-0.009,3.709,-0.019,0.985,1,-4.65267382150562
ENSG00000118508.5,RAB32,RAB32,-0.008,4.696,-0.019,0.985,1,-4.66394860709336
ENSG00000179344.17,HLA-DQB1,HLA-DQB1,-0.028,1.547,-0.018,0.985,1,-4.66399568594028
ENSG00000124875.10,CXCL6,CXCL6,0.013,3.585,0.019,0.985,1,-4.66839300183335
ENSG00000111490.15,TBC1D30,TBC1D30,0.006,2.793,0.019,0.985,1,-4.67199301761779
ENSG00000111445.14,RFC5,RFC5,-0.01,3.584,-0.019,0.985,1,-4.67617241745208
ENSG00000179943.8,FIZ1,FIZ1,-0.005,3.481,-0.019,0.985,1,-4.68078541034203
ENSG00000171202.7,TMEM126A,TMEM126A,0.007,4.147,0.019,0.985,1,-4.68179428172915
ENSG00000185946.16,RNPC3,RNPC3,0.004,3.518,0.019,0.985,1,-4.69434904658046
ENSG00000175595.16,ERCC4,ERCC4,-0.005,4.391,-0.019,0.985,1,-4.70784497270796
ENSG00000151498.12,ACAD8,ACAD8,-0.005,4.833,-0.019,0.985,1,-4.71292727466579
