ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000128272.18,ATF4,ATF4,2.581,2.22,2.941,8.835,14.627,4.63442925504436e-15,9.60717184570696e-11,24.1867680767346
ENSG00000103061.13,SLC7A6OS,SLC7A6OS,1.704,1.431,1.977,4.662,12.753,1.54919098210942e-13,1.60573645295642e-09,20.6285468414174
ENSG00000293311.1,SMPD4BP,SMPD4BP,2.327,1.921,2.734,4.14,11.701,1.31084665347788e-12,9.05795037553212e-09,18.3907307296484
ENSG00000268043.9,NBPF12,NBPF12,2.598,2.121,3.075,4.478,11.123,4.47531907898372e-12,1.95544211939734e-08,17.2949256578616
ENSG00000227232.6,WASH7P,WASH7P,2.558,2.087,3.029,3.37,11.098,4.71645470187492e-12,1.95544211939734e-08,16.9183627186914
ENSG00000168564.6,CDKN2AIP,CDKN2AIP,1.753,1.428,2.079,5.419,11.008,5.72929034330644e-12,1.97946981361237e-08,17.3114217525212
ENSG00000106089.12,STX1A,STX1A,2.829,2.279,3.379,4.02,10.513,1.70830264938936e-11,5.05901627454878e-08,16.1589180067847
ENSG00000232956.10,SNHG15,SNHG15,2.285,1.826,2.744,4.896,10.172,3.67950246013142e-11,9.53451074981554e-08,15.495100226172
ENSG00000125814.17,NAPB,NAPB,1.579,1.245,1.914,4.044,9.648,1.23705244833076e-10,2.84934413932185e-07,14.1873784286467
ENSG00000291073.1,,,2.577,2.019,3.135,3.938,9.439,2.02620626756586e-10,4.20032559266403e-07,13.6577637835579
ENSG00000137073.24,UBAP2,UBAP2,1.033,0.807,1.259,6.016,9.342,2.55039024901603e-10,4.80632635110022e-07,13.6463638232099
ENSG00000196756.15,SNHG17,SNHG17,2.151,1.668,2.635,4.289,9.099,4.57533765018935e-10,7.9038957907021e-07,13.036190553226
ENSG00000291092.1,PMS2P3,PMS2P3,2.831,2.183,3.48,2.489,8.927,6.9360938175899e-10,1.10604019106645e-06,12.2144766035601
ENSG00000068028.18,RASSF1,RASSF1,1.666,1.28,2.052,5.434,8.82,9.02810254970252e-10,1.33680404182381e-06,12.4126550924651
ENSG00000291228.1,,,1.914,1.466,2.362,3.594,8.735,1.11292599492331e-09,1.53806372498401e-06,12.113844587816
ENSG00000174365.22,SNHG11,SNHG11,1.888,1.438,2.338,3.537,8.57,1.67492049237102e-09,2.09408820966797e-06,11.6734299692402
ENSG00000150401.15,DCUN1D2,DCUN1D2,1.866,1.421,2.312,3.835,8.56,1.71729375611941e-09,2.09408820966797e-06,11.7184962703622
ENSG00000100483.14,VCPKMT,VCPKMT,1.38,1.042,1.717,3.345,8.355,2.86212740222262e-09,3.29621672489305e-06,11.2453046221022
ENSG00000240429.1,LRRFIP1P1,LRRFIP1P1,3.06,2.309,3.81,0.983,8.33,3.04933355626322e-09,3.32698340112297e-06,10.215587009072
ENSG00000205534.6,SMG1P2,SMG1P2,2.894,2.179,3.609,2.767,8.273,3.52422768094107e-09,3.65286199129542e-06,10.8592258059375
ENSG00000152457.19,DCLRE1C,DCLRE1C,1.523,1.14,1.905,4.83,8.14,4.93653186938424e-09,4.87306217392072e-06,10.7577004899702
ENSG00000204370.13,SDHD,SDHD,-1.2,-1.504,-0.895,6.591,-8.058,6.08742829313443e-09,5.67875445584689e-06,10.5354462160119
ENSG00000233016.9,SNHG7,SNHG7,2.105,1.57,2.64,5.679,8.044,6.30059587479394e-09,5.67875445584689e-06,10.5172312791794
ENSG00000183458.15,PKD1P3,PKD1P3,2.245,1.672,2.818,5.566,8.013,6.82311027416291e-09,5.89346149930821e-06,10.4397974469922
ENSG00000250251.7,PKD1P6,PKD1P6,2.439,1.812,3.067,3.053,7.949,8.04619651008939e-09,6.67190614616612e-06,10.179108139089
ENSG00000164535.15,DAGLB,DAGLB,1.259,0.934,1.584,4.692,7.922,8.61987774115398e-09,6.87269482977392e-06,10.2169524722778
ENSG00000197989.15,SNHG12,SNHG12,2.65,1.962,3.339,4.657,7.869,9.87439876748187e-09,7.53862848791991e-06,10.0843731425962
ENSG00000119688.21,ABCD4,ABCD4,1.198,0.886,1.51,4.649,7.844,1.05280929103815e-08,7.53862848791991e-06,10.0116651401682
ENSG00000186566.13,GPATCH8,GPATCH8,1.361,1.006,1.716,6.078,7.833,1.08476694310371e-08,7.53862848791991e-06,9.97622227041139
ENSG00000187953.11,PMS2CL,PMS2CL,7.36,5.439,9.281,1.188,7.83,1.09097373197104e-08,7.53862848791991e-06,8.65534557950381
ENSG00000291272.1,,,2.271,1.676,2.866,2.74,7.8,1.1803036913043e-08,7.8928050066897e-06,9.77371425710324
ENSG00000128908.19,INO80,INO80,1.652,1.212,2.093,5.67,7.663,1.68226402816883e-08,1.07274189232038e-05,9.55245307090618
ENSG00000291035.1,RRP7BP,RRP7BP,2.149,1.575,2.722,2.856,7.658,1.70769331628425e-08,1.07274189232038e-05,9.4568007807612
ENSG00000163660.12,CCNL1,CCNL1,1.827,1.338,2.316,6.062,7.635,1.80958784396661e-08,1.07590587757779e-05,9.47346300169164
ENSG00000141391.14,PRELID3A,PRELID3A,2.3,1.684,2.916,1.326,7.634,1.81653187241788e-08,1.07590587757779e-05,9.25267133794253
ENSG00000031003.11,FAM13B,FAM13B,1.138,0.832,1.445,5.893,7.587,2.05360171801123e-08,1.16569214441722e-05,9.35962371341203
ENSG00000213995.12,NAXD,NAXD,0.95,0.694,1.205,5.479,7.582,2.08058896977506e-08,1.16569214441722e-05,9.35058611497541
ENSG00000148399.13,DPH7,DPH7,1.199,0.874,1.523,4.361,7.558,2.21341942344205e-08,1.2074785433672e-05,9.30368738647291
ENSG00000242588.7,,,1.205,0.877,1.533,6.078,7.506,2.53724514668571e-08,1.34661294104776e-05,9.145159035029
ENSG00000115459.18,ELMOD3,ELMOD3,1.078,0.784,1.372,3.98,7.497,2.59838483559626e-08,1.34661294104776e-05,9.14412407141027
ENSG00000100416.15,TRMU,TRMU,1.258,0.913,1.603,4.913,7.461,2.85287598368125e-08,1.44244193028567e-05,9.04288250109246
ENSG00000148297.16,MED22,MED22,1.082,0.783,1.38,5.24,7.407,3.29491103392899e-08,1.6262739460321e-05,8.9039279183032
ENSG00000291201.1,,,1.718,1.242,2.195,3.142,7.376,3.57711667005351e-08,1.6997528777664e-05,8.77360571192036
ENSG00000140326.13,CDAN1,CDAN1,1.334,0.964,1.704,4.172,7.372,3.60777263008787e-08,1.6997528777664e-05,8.8313611234409
ENSG00000198952.8,SMG5,SMG5,1.01,0.729,1.29,7.154,7.346,3.86344389997909e-08,1.77975982325704e-05,8.71311164301788
ENSG00000240230.6,COX19,COX19,1.416,1.022,1.811,4.61,7.332,4.01459617291389e-08,1.80918649270663e-05,8.72568153147256
ENSG00000175197.13,DDIT3,DDIT3,2.115,1.524,2.706,4.551,7.313,4.21562197142876e-08,1.85935837165358e-05,8.67336455312279
ENSG00000243716.12,NPIPB5,NPIPB5,2.403,1.727,3.078,5.509,7.266,4.77372126337088e-08,2.05367855644971e-05,8.54537620551049
ENSG00000278970.4,HEIH,HEIH,1.549,1.113,1.985,4.633,7.26,4.85432943878609e-08,2.05367855644971e-05,8.54404923053252
ENSG00000279583.1,,,5.625,4.036,7.214,-3.095,7.235,5.19076170153758e-08,2.15208980145748e-05,6.24178742708845
ENSG00000165275.10,TRMT10B,TRMT10B,1.44,1.029,1.85,3.104,7.173,6.12238402093059e-08,2.45382094392032e-05,8.24558772125625
ENSG00000011021.23,CLCN6,CLCN6,2.235,1.598,2.872,4.566,7.171,6.15526720134378e-08,2.45382094392032e-05,8.31635438934173
ENSG00000099625.14,CBARP,CBARP,2.355,1.682,3.028,2.883,7.15,6.50442611895632e-08,2.51319055693448e-05,8.2512621162445
ENSG00000137040.10,RANBP6,RANBP6,-0.988,-1.271,-0.706,5.16,-7.147,6.5466613639393e-08,2.51319055693448e-05,8.23593088668192
ENSG00000272888.8,CHASERR,CHASERR,1.495,1.064,1.925,6.226,7.101,7.41947840064923e-08,2.79646885900834e-05,8.10913860267007
ENSG00000067191.17,CACNB1,CACNB1,3.013,2.144,3.882,3.366,7.086,7.70606372394266e-08,2.82993086392528e-05,8.04317198051972
ENSG00000104859.15,CLASRP,CLASRP,1.632,1.161,2.103,4.827,7.079,7.86603985434342e-08,2.82993086392528e-05,8.06699946600953
ENSG00000198858.10,R3HDM4,R3HDM4,1.854,1.318,2.389,6.275,7.076,7.91779981223666e-08,2.82993086392528e-05,8.0189467636909
ENSG00000087206.17,UIMC1,UIMC1,1.468,1.042,1.893,4.854,7.05,8.49474292186317e-08,2.98467831813938e-05,7.99477342633801
ENSG00000198026.8,ZNF335,ZNF335,1.092,0.772,1.412,4.714,6.979,1.02735054334683e-07,3.54949612726331e-05,7.8046638238395
ENSG00000125779.24,PANK2,PANK2,1.493,1.054,1.932,5.709,6.954,1.0989693955169e-07,3.73469435558447e-05,7.71364851759919
ENSG00000148300.12,REXO4,REXO4,0.984,0.693,1.275,5.267,6.906,1.25026118393053e-07,4.18030876498062e-05,7.60285947113385
ENSG00000178761.15,FAM219B,FAM219B,1.018,0.717,1.32,5.669,6.899,1.2733480256578e-07,4.18992136061685e-05,7.56548218709385
ENSG00000206149.13,HERC2P9,HERC2P9,2.723,1.915,3.531,2.573,6.889,1.30788273867111e-07,4.23631393322689e-05,7.44185217968235
ENSG00000290763.1,,SDHAP1,1.954,1.372,2.536,2.873,6.86,1.41414817055324e-07,4.44491404190881e-05,7.44549161080707
ENSG00000263956.8,NBPF11,NBPF11,2.075,1.456,2.694,3.964,6.853,1.44041210784262e-07,4.44491404190881e-05,7.4910063146008
ENSG00000156232.7,WHAMM,WHAMM,1.582,1.11,2.054,4.872,6.85,1.45146206023123e-07,4.44491404190881e-05,7.47933426436976
ENSG00000065802.12,ASB1,ASB1,1.297,0.91,1.683,5.283,6.849,1.45805188060684e-07,4.44491404190881e-05,7.43032244780406
ENSG00000131051.24,RBM39,RBM39,1.02,0.715,1.326,7.642,6.832,1.52574560501377e-07,4.58387049158484e-05,7.35396099287764
ENSG00000290873.1,LINC03009,LINC03009,2.935,2.052,3.819,2.743,6.79,1.70882284765703e-07,5.06055680456145e-05,7.23768486730732
ENSG00000249859.14,PVT1,PVT1,1.854,1.29,2.418,3.56,6.721,2.05768060603092e-07,6.00784774127056e-05,7.15673708418361
ENSG00000291010.1,,MRPS31P5,1.995,1.383,2.608,2.593,6.654,2.46643732489801e-07,7.10128413126885e-05,6.89790389986297
ENSG00000008130.15,NADK,NADK,1.321,0.915,1.727,6.394,6.649,2.50174218425346e-07,7.10426239446222e-05,6.88774467557326
ENSG00000197136.5,PCNX3,PCNX3,1.117,0.772,1.461,6.482,6.622,2.69050463471494e-07,7.53704879427578e-05,6.81109586940314
ENSG00000171044.11,XKR6,XKR6,2.262,1.563,2.961,1.689,6.613,2.76187887492306e-07,7.57309471400073e-05,6.47789068120541
ENSG00000171121.17,KCNMB3,KCNMB3,2.342,1.618,3.066,0.873,6.611,2.77643607459747e-07,7.57309471400073e-05,6.43764945131385
ENSG00000182400.15,TRAPPC6B,TRAPPC6B,0.801,0.553,1.048,5.496,6.605,2.82351223172143e-07,7.60148163163445e-05,6.78534748414826
ENSG00000160741.17,CRTC2,CRTC2,2.858,1.972,3.743,4.987,6.596,2.88967426901833e-07,7.67986507650641e-05,6.80977518755573
ENSG00000116698.22,SMG7,SMG7,0.982,0.677,1.287,6.89,6.58,3.02064345660528e-07,7.92632137410473e-05,6.69022796978994
ENSG00000135829.17,DHX9,DHX9,1.25,0.862,1.639,7.693,6.574,3.0712440132472e-07,7.95836104932681e-05,6.66595030809427
ENSG00000204256.14,BRD2,BRD2,1.494,1.028,1.961,8.395,6.552,3.2589032533655e-07,8.2879105638817e-05,6.60180600980314
ENSG00000087157.19,PGS1,PGS1,1.096,0.754,1.439,4.728,6.55,3.27838237452147e-07,8.2879105638817e-05,6.68941044462585
ENSG00000106638.18,TBL2,TBL2,1.045,0.718,1.373,5.641,6.522,3.539514770689e-07,8.84025797546784e-05,6.56346923166564
ENSG00000204685.9,STARD7-AS1,STARD7-AS1,1.602,1.098,2.105,2.423,6.503,3.72066306310732e-07,9.18206491645413e-05,6.52263585760793
ENSG00000175213.3,ZNF408,ZNF408,1.277,0.875,1.679,3.874,6.493,3.82844396821829e-07,9.33689923072531e-05,6.55483680535576
ENSG00000291207.1,,,1.915,1.306,2.524,3.461,6.425,4.61102804197059e-07,0.000111147222453547,6.38480728971579
ENSG00000249673.9,NOP14-AS1,NOP14-AS1,1.4,0.954,1.846,4.493,6.419,4.6845399284791e-07,0.000111621278985485,6.33864242956341
ENSG00000291060.1,,,2.712,1.84,3.584,4.05,6.359,5.52714165667211e-07,0.000130201871071378,6.20823817078352
ENSG00000198799.12,LRIG2,LRIG2,1.331,0.903,1.76,4.572,6.354,5.60739779285898e-07,0.000130608265444906,6.17537829876457
ENSG00000229018.5,PMS2P7,PMS2P7,5.328,3.602,7.054,-1.844,6.309,6.34213890857162e-07,0.000146080599527433,4.51371796710246
ENSG00000185917.14,SETD4,SETD4,1.202,0.811,1.594,4.27,6.275,6.9640211085505e-07,0.00015864193140687,5.97749119963078
ENSG00000106701.13,FSD1L,FSD1L,3.299,2.219,4.379,3.485,6.243,7.60378972596129e-07,0.000171333218499106,5.86689085407059
ENSG00000291215.1,,,1.686,1.132,2.24,3.95,6.225,7.98933979443693e-07,0.000178084961224384,5.8603670786472
ENSG00000271254.7,,,1.77,1.188,2.352,4.422,6.216,8.17834599641974e-07,0.000180358630325299,5.83284305030787
ENSG00000115568.16,ZNF142,ZNF142,0.897,0.599,1.195,4.918,6.161,9.51466934339501e-07,0.000207620100514293,5.61966769544311
ENSG00000005007.14,UPF1,UPF1,0.871,0.582,1.161,7.608,6.153,9.73536099575506e-07,0.000208374236657204,5.52996822539279
ENSG00000197818.12,SLC9A8,SLC9A8,0.974,0.651,1.298,5.094,6.153,9.7502657770134e-07,0.000208374236657204,5.61608094876251
ENSG00000003056.8,M6PR,M6PR,-0.861,-1.148,-0.575,6.946,-6.141,1.00528514424553e-06,0.000212648582042958,5.50471981738843
ENSG00000291259.1,,,2.152,1.435,2.869,2.449,6.133,1.03016580257455e-06,0.000215710475630004,5.55918496035331
ENSG00000188283.12,ZNF383,ZNF383,1.435,0.954,1.916,3.696,6.095,1.14301153737798e-06,0.000236946291698456,5.51245751209635
ENSG00000180747.16,SMG1P3,SMG1P3,9.099,6.04,12.157,2.8,6.08,1.19248914298956e-06,0.000244755444892808,5.0668657556362
ENSG00000154144.13,TBRG1,TBRG1,0.96,0.636,1.284,5.632,6.052,1.28594371373175e-06,0.000261349148879012,5.29330757699261
ENSG00000291118.1,,ZNF767P,1.653,1.091,2.216,3.076,6.006,1.46127707847925e-06,0.000294099745989077,5.28461459476527
ENSG00000266338.7,NBPF15,NBPF15,1.242,0.818,1.665,5.149,5.997,1.49957624920294e-06,0.000297699894080536,5.17409067789038
ENSG00000291087.1,,CRYBB2P1,1.427,0.941,1.914,3.253,5.995,1.50788658362066e-06,0.000297699894080536,5.25684208096549
ENSG00000139620.13,KANSL2,KANSL2,0.935,0.616,1.254,4.994,5.986,1.54423298436845e-06,0.000301999526093944,5.13662106373976
ENSG00000214783.9,POLR2J4,POLR2J4,1.94,1.277,2.603,1.896,5.979,1.57586205697248e-06,0.000305304863934948,5.1113028679061
ENSG00000132323.9,ILKAP,ILKAP,0.778,0.511,1.044,4.875,5.959,1.66421799429869e-06,0.000315851128417629,5.06433763859897
ENSG00000185298.13,CCDC137,CCDC137,0.862,0.566,1.158,5.415,5.955,1.68193397657938e-06,0.000315851128417629,5.03765643453925
ENSG00000162971.11,TYW5,TYW5,1.35,0.887,1.813,4.58,5.955,1.68585115258947e-06,0.000315851128417629,5.0879993480214
ENSG00000243302.3,,,9.868,6.48,13.255,-2.819,5.953,1.69124337937081e-06,0.000315851128417629,3.90968736136519
ENSG00000101782.15,RIOK3,RIOK3,1.049,0.687,1.412,7.303,5.918,1.86824450609053e-06,0.000344890385712041,4.89047597233702
ENSG00000059769.20,DNAJC25,DNAJC25,1.156,0.757,1.555,4.558,5.915,1.88001030320601e-06,0.000344890385712041,4.97395134155213
ENSG00000129566.13,TEP1,TEP1,2.235,1.462,3.008,5.558,5.908,1.91876319399157e-06,0.000348911938696887,4.93241248583557
ENSG00000100241.22,SBF1,SBF1,0.924,0.603,1.244,7.004,5.895,1.99047596525584e-06,0.000358804928345683,4.82929551509008
ENSG00000205746.10,PKD1P4,PKD1P4,2.054,1.341,2.766,4.805,5.89,2.01515619747018e-06,0.000360122310116869,4.89925758215416
ENSG00000143303.12,METTL25B,METTL25B,1.242,0.811,1.674,3.908,5.88,2.07500659510859e-06,0.000366950773669795,4.95359402037438
ENSG00000290835.1,,,1.477,0.963,1.991,2.93,5.875,2.10439397194662e-06,0.000366950773669795,4.94061503552965
ENSG00000286681.1,,,1.956,1.275,2.636,-0.531,5.874,2.10647091493997e-06,0.000366950773669795,4.4117289219013
ENSG00000151461.20,UPF2,UPF2,0.915,0.597,1.234,5.816,5.869,2.13526584702468e-06,0.000368867175073513,4.80756147965942
ENSG00000239985.2,,,4.665,3.039,6.292,-5.717,5.862,2.18294141397792e-06,0.000373986574477374,2.91508268705153
ENSG00000137842.7,TMEM62,TMEM62,1.232,0.802,1.662,4.83,5.852,2.23863677892923e-06,0.000378140694369151,4.83630721584906
ENSG00000081721.12,DUSP12,DUSP12,1.067,0.694,1.44,4.372,5.852,2.24367126904996e-06,0.000378140694369151,4.82512990465865
ENSG00000110697.13,PITPNM1,PITPNM1,1.436,0.933,1.938,6.443,5.841,2.31400053334325e-06,0.000386848637550045,4.73498231435803
ENSG00000288632.1,,,2.389,1.549,3.228,3.538,5.815,2.48692677239798e-06,0.00041243193593448,4.77466581925209
ENSG00000270580.5,,PKD1P6-NPIPP1,2.248,1.456,3.04,2.907,5.802,2.57658353800651e-06,0.000423909339229167,4.74977226745952
ENSG00000185947.15,ZNF267,ZNF267,-1.02,-1.38,-0.661,3.884,-5.798,2.60301920206973e-06,0.000424886520148862,4.7343051871297
ENSG00000291104.1,BTN2A3P,BTN2A3P,2.374,1.536,3.212,1.516,5.79,2.66013558885506e-06,0.000427576810936917,4.5849245524335
ENSG00000291124.1,,,2.391,1.547,3.235,3.33,5.789,2.66936123717945e-06,0.000427576810936917,4.71597658122087
ENSG00000290921.1,,,1.796,1.162,2.43,1.439,5.788,2.68137893978771e-06,0.000427576810936917,4.61867565201682
ENSG00000075292.19,ZNF638,ZNF638,1.007,0.651,1.363,6.439,5.779,2.74492867014055e-06,0.000434369246809264,4.53741150251446
ENSG00000232838.4,PET117,PET117,-1.398,-1.896,-0.9,2.515,-5.736,3.09373880786245e-06,0.000485857617325671,4.55854168805035
ENSG00000265479.7,DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11,1.351,0.869,1.833,3.789,5.73,3.14419944852844e-06,0.000490069583218004,4.55627200867331
ENSG00000177410.13,ZFAS1,ZFAS1,1.515,0.974,2.057,7.374,5.717,3.26277193693691e-06,0.000502532181296211,4.33651269574151
ENSG00000290927.1,,,2.006,1.288,2.723,3.596,5.715,3.28643120560567e-06,0.000502532181296211,4.50793511404819
ENSG00000105583.11,WDR83OS,WDR83OS,-1.235,-1.677,-0.794,5.606,-5.713,3.29688261728339e-06,0.000502532181296211,4.37799254824908
ENSG00000291203.1,,,1.453,0.932,1.973,3.016,5.701,3.40900503587921e-06,0.000515829740100556,4.4817527741131
ENSG00000273142.1,LINC02604,LINC02604,1.507,0.965,2.049,1.897,5.682,3.59463176048907e-06,0.000536689984516803,4.33087192427459
ENSG00000105576.16,TNPO2,TNPO2,0.901,0.577,1.225,6.806,5.682,3.59864485517779e-06,0.000536689984516803,4.2530609918694
ENSG00000204149.16,AGAP6,AGAP6,1.557,0.995,2.119,2.976,5.661,3.81723109797595e-06,0.000565222861864582,4.37417743154484
ENSG00000115137.12,DNAJC27,DNAJC27,1.131,0.722,1.539,3.164,5.654,3.88773238872956e-06,0.000571579378853644,4.35753702010339
ENSG00000121390.19,PSPC1,PSPC1,0.676,0.431,0.921,5.741,5.649,3.94048476651402e-06,0.000575255276125602,4.19873313036035
ENSG00000290860.1,,CCT6P3,2.613,1.666,3.56,2.425,5.638,4.07090096836266e-06,0.000590138301217887,4.29013219296451
ENSG00000100813.15,ACIN1,ACIN1,1.069,0.681,1.458,7.228,5.621,4.26308745666784e-06,0.000611592888084589,4.07973105838724
ENSG00000157881.16,PANK4,PANK4,0.73,0.464,0.995,4.526,5.62,4.27790490941946e-06,0.000611592888084589,4.19272663675042
ENSG00000178971.17,CTC1,CTC1,1.37,0.871,1.869,4.063,5.615,4.33416579054506e-06,0.000615392170123281,4.24505582913514
ENSG00000264538.8,SUZ12P1,SUZ12P1,2.255,1.433,3.077,0.945,5.608,4.41797585940259e-06,0.000623024758948407,4.09111568075743
ENSG00000162910.19,MRPL55,MRPL55,-1.021,-1.394,-0.648,3.877,-5.592,4.62587869799364e-06,0.000647935577090595,4.16819276989825
ENSG00000290865.1,RRN3P3,RRN3P3,1.484,0.941,2.027,2.17,5.588,4.68256368586626e-06,0.000650977528298269,4.16585929257298
ENSG00000079313.15,REXO1,REXO1,0.754,0.478,1.031,5.224,5.585,4.71040179665896e-06,0.000650977528298269,4.03095731673281
ENSG00000255717.9,SNHG1,SNHG1,2.506,1.587,3.425,6.203,5.571,4.91111924084337e-06,0.000671696362955231,3.94546707887796
ENSG00000157106.18,SMG1,SMG1,1.095,0.693,1.496,7.159,5.57,4.92512528553763e-06,0.000671696362955231,3.94128384633621
ENSG00000167967.16,E4F1,E4F1,0.799,0.505,1.093,4.73,5.556,5.11516214516399e-06,0.000693054322021239,3.99607788138332
ENSG00000167702.13,KIFC2,KIFC2,1.448,0.915,1.981,4.367,5.552,5.17947039691016e-06,0.000694773090525053,4.0512107530141
ENSG00000248334.7,WHAMMP2,WHAMMP2,4.536,2.866,6.207,-3.345,5.549,5.21384521747452e-06,0.000694773090525053,3.01389632282693
ENSG00000135164.19,DMTF1,DMTF1,0.859,0.543,1.175,5.169,5.548,5.22839373477608e-06,0.000694773090525053,3.93593818116876
ENSG00000125351.14,UPF3B,UPF3B,1.105,0.698,1.513,4.317,5.545,5.27938824958488e-06,0.000697081009005699,4.05236720757113
ENSG00000064607.17,SUGP2,SUGP2,0.789,0.498,1.081,6.239,5.54,5.34647440971866e-06,0.00070147097793334,3.87571752269221
ENSG00000291072.1,,,2.176,1.372,2.98,4.542,5.529,5.51210336878087e-06,0.000718653476948601,3.98433613629822
ENSG00000290928.1,,,1.901,1.198,2.604,1.294,5.525,5.58007997820859e-06,0.000720422809383833,3.92504007656964
ENSG00000164576.12,SAP30L,SAP30L,0.807,0.508,1.105,4.852,5.524,5.59517956154352e-06,0.000720422809383833,3.93332871163998
ENSG00000074755.15,ZZEF1,ZZEF1,0.956,0.602,1.31,6.158,5.515,5.73426442517236e-06,0.000733773466258166,3.82025110521859
ENSG00000291152.1,,SBDSP1,1.24,0.78,1.7,5.349,5.51,5.8202693135703e-06,0.000740209710860812,3.80689292152136
ENSG00000107372.13,ZFAND5,ZFAND5,-0.894,-1.226,-0.562,7.289,-5.507,5.86821243903276e-06,0.000741756365007007,3.77251239825768
ENSG00000109920.13,FNBP4,FNBP4,1.096,0.689,1.502,5.882,5.504,5.90947104565478e-06,0.000742444453190446,3.79331093016767
ENSG00000168096.15,ANKS3,ANKS3,1.29,0.81,1.77,3.952,5.488,6.1779549037145e-06,0.000771500031048202,3.88855463034072
ENSG00000117569.20,PTBP2,PTBP2,1.633,1.024,2.242,4.064,5.481,6.30105527772e-06,0.000780862439223031,3.8791618063225
ENSG00000133627.18,ACTR3B,ACTR3B,1.569,0.984,2.155,2.921,5.48,6.32826289384801e-06,0.000780862439223031,3.90319819265498
ENSG00000185753.13,CXorf38,CXorf38,0.737,0.462,1.013,4.859,5.471,6.48691790549009e-06,0.000795703006987039,3.77302646216102
ENSG00000168522.13,FNTA,FNTA,0.84,0.526,1.154,6.565,5.467,6.56769405168576e-06,0.000800872339361446,3.66127728038248
ENSG00000006652.15,IFRD1,IFRD1,1.064,0.666,1.462,6.279,5.462,6.6492307764195e-06,0.000806073415176469,3.67035583725419
ENSG00000273136.9,NBPF26,NBPF26,2.496,1.556,3.436,4.546,5.427,7.33574470001905e-06,0.000884127835066249,3.69559273530999
ENSG00000162341.18,TPCN2,TPCN2,1.17,0.728,1.613,4.082,5.408,7.7359519857041e-06,0.000925681521634703,3.64757163906509
ENSG00000290394.1,,,2.1,1.306,2.894,1.283,5.407,7.769830427614e-06,0.000925681521634703,3.6670277610485
ENSG00000196757.8,ZNF700,ZNF700,-1.08,-1.49,-0.67,3.037,-5.388,8.17834568769653e-06,0.000968783463462566,3.65835963762025
ENSG00000243289.2,AGAP13P,AGAP13P,1.891,1.172,2.609,0.64,5.378,8.4110789341376e-06,0.000990691285822002,3.515296138819
ENSG00000159069.14,FBXW5,FBXW5,0.783,0.485,1.081,6.682,5.367,8.68876630528288e-06,0.00101761652829669,3.38930945607678
ENSG00000258465.8,,,9.93,6.143,13.717,0.631,5.359,8.87711219989112e-06,0.00102923353637093,2.95415351819025
ENSG00000248971.2,KRT8P46,KRT8P46,2.788,1.725,3.852,-1.353,5.359,8.88725533094046e-06,0.00102923353637093,3.1745070937113
ENSG00000279457.4,WASH9P,WASH9P,2.025,1.252,2.797,2.831,5.356,8.95508759361863e-06,0.00103132758786508,3.57765981671001
ENSG00000206561.14,COLQ,COLQ,3.095,1.913,4.276,0.05,5.353,9.02460624491272e-06,0.00103359164340906,3.14779886056556
ENSG00000128989.11,ARPP19,ARPP19,-1.131,-1.563,-0.699,7.724,-5.347,9.17615982445404e-06,0.00104517468769743,3.32093647931792
ENSG00000224032.9,EPB41L4A-AS1,EPB41L4A-AS1,1.991,1.229,2.752,4.697,5.344,9.25432878188389e-06,0.00104831822758718,3.42560342177897
ENSG00000204348.10,DXO,DXO,0.98,0.605,1.355,3.588,5.341,9.3296663018338e-06,0.00105110860020117,3.51700429409284
ENSG00000183426.17,NPIPA1,NPIPA1,1.532,0.945,2.118,5.573,5.336,9.45526290421327e-06,0.00105649504218804,3.34259937743096
ENSG00000134815.19,DHX34,DHX34,1.053,0.65,1.456,4.788,5.335,9.47940558837316e-06,0.00105649504218804,3.36393444393221
ENSG00000117153.16,KLHL12,KLHL12,-0.773,-1.071,-0.476,5.443,-5.318,9.95531144630392e-06,0.00110360217263038,3.31570143837571
ENSG00000290770.1,MFSD14CP,MFSD14CP,0.819,0.504,1.135,4.771,5.311,1.01556479726506e-05,0.00111982224719706,3.34907904795012
ENSG00000172613.8,RAD9A,RAD9A,1.555,0.955,2.155,3.664,5.295,1.06068701436164e-05,0.00115770584721983,3.41595105573397
ENSG00000291069.1,,BMS1P1,2.071,1.272,2.87,2.094,5.295,1.06109074274852e-05,0.00115770584721983,3.41218006707344
ENSG00000196535.20,MYO18A,MYO18A,1.199,0.736,1.662,6.22,5.288,1.08179089374489e-05,0.00117385992897553,3.18405516554617
ENSG00000290535.1,,,1.493,0.916,2.07,1.709,5.287,1.08722193132321e-05,0.00117385992897553,3.3338415919568
ENSG00000164252.13,AGGF1,AGGF1,-0.908,-1.26,-0.557,5.18,-5.282,1.10179628125543e-05,0.00117817571833561,3.22895571006856
ENSG00000123154.12,WDR83,WDR83,1.007,0.617,1.397,3.025,5.279,1.10900867322716e-05,0.00117817571833561,3.37771163847569
ENSG00000185379.21,RAD51D,RAD51D,1.07,0.656,1.484,3.985,5.279,1.11074577170541e-05,0.00117817571833561,3.31845820056284
