ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000006652.15,IFRD1,IFRD1,1.383,0.957,1.81,6.279,6.624,2.67884326100639e-07,0.0040794960339343,-0.118843705212849
ENSG00000128272.18,ATF4,ATF4,1.147,0.785,1.509,8.835,6.483,3.93583794880299e-07,0.0040794960339343,0.511349374832679
ENSG00000168564.6,CDKN2AIP,CDKN2AIP,1.033,0.677,1.388,5.419,5.934,1.78359199453313e-06,0.0123246206822239,-0.919691904661664
ENSG00000068028.18,RASSF1,RASSF1,1.244,0.784,1.704,5.434,5.523,5.60392141485635e-06,0.029042322732493,-1.47209307700435
ENSG00000175197.13,DDIT3,DDIT3,1.647,0.959,2.336,4.551,4.889,3.30867422870594e-05,0.137177633522148,-2.78949073623303
ENSG00000125351.14,UPF3B,UPF3B,0.784,0.434,1.135,4.317,4.574,7.9913761394523e-05,0.276102045618077,-2.1581442056989
ENSG00000232956.10,SNHG15,SNHG15,1.385,0.756,2.015,4.896,4.495,9.95156835543752e-05,0.294708588583171,-2.85697939752553
ENSG00000005007.14,UPF1,UPF1,0.614,0.326,0.902,7.608,4.354,0.000147259399139154,0.358568975463146,-1.55570970217169
ENSG00000196756.15,SNHG17,SNHG17,1.336,0.706,1.966,4.289,4.334,0.000155673940143189,0.358568975463146,-3.04338064914338
ENSG00000268043.9,NBPF12,NBPF12,1.028,0.534,1.522,4.478,4.255,0.000193694689855909,0.401529092071299,-2.76214007169809
ENSG00000152457.19,DCLRE1C,DCLRE1C,0.849,0.428,1.269,4.83,4.124,0.000277647082577748,0.501378829067949,-2.62121703872928
ENSG00000267254.8,ZNF790-AS1,ZNF790-AS1,1.569,0.789,2.35,1.712,4.108,0.000290233765017626,0.501378829067949,-3.8385164729347
ENSG00000125814.17,NAPB,NAPB,0.697,0.345,1.049,4.044,4.045,0.000345651093080697,0.551180550735604,-2.9906769540407
ENSG00000140830.9,TXNL4B,TXNL4B,0.807,0.38,1.234,4.415,3.861,0.000569604673924099,0.843421777889041,-2.95767995813327
ENSG00000151461.20,UPF2,UPF2,0.575,0.265,0.885,5.816,3.787,0.000696910738289464,0.885431010126434,-2.33322487397648
ENSG00000240230.6,COX19,COX19,0.789,0.363,1.215,4.61,3.786,0.00069898727344864,0.885431010126434,-2.85658421932827
ENSG00000233016.9,SNHG7,SNHG7,1.068,0.488,1.649,5.679,3.761,0.000747536230478386,0.885431010126434,-2.64770370730747
ENSG00000138061.12,CYP1B1,CYP1B1,1.724,0.778,2.67,4.902,3.726,0.000820884484129685,0.885431010126434,-2.32735484323982
ENSG00000100664.11,EIF5,EIF5,0.77,0.344,1.196,8.613,3.695,0.000891093825057296,0.885431010126434,-2.25843662957948
ENSG00000259663.2,ISL1-DT,ISL1-DT,-2.461,-3.822,-1.099,-3.12,-3.693,0.000896284942972008,0.885431010126434,-4.27505856899672
ENSG00000166024.14,R3HCC1L,R3HCC1L,0.589,0.262,0.916,4.498,3.677,0.000935217589018875,0.885431010126434,-2.88592983467891
ENSG00000168096.15,ANKS3,ANKS3,0.948,0.421,1.475,3.952,3.676,0.000939675939352704,0.885431010126434,-3.26618559766143
ENSG00000278970.4,HEIH,HEIH,0.761,0.33,1.193,4.633,3.606,0.00113133257995962,0.99082670667976,-3.0464018827511
ENSG00000198952.8,SMG5,SMG5,0.497,0.214,0.78,7.154,3.595,0.00116672590307124,0.99082670667976,-2.41644129014385
ENSG00000290770.1,MFSD14CP,MFSD14CP,0.558,0.24,0.876,4.771,3.586,0.00119491884548934,0.99082670667976,-2.87165109944582
ENSG00000104825.17,NFKBIB,NFKBIB,0.564,0.241,0.887,4.913,3.57,0.00124529816746021,0.992885808132694,-2.88862113637184
ENSG00000088356.6,PDRG1,PDRG1,0.738,0.31,1.165,5.058,3.527,0.00139495012916942,0.999088540929802,-2.98989728306621
ENSG00000157106.18,SMG1,SMG1,0.696,0.292,1.1,7.159,3.52,0.00142081560463426,0.999088540929802,-2.5003913154368
ENSG00000115137.12,DNAJC27,DNAJC27,0.709,0.297,1.121,3.164,3.517,0.00143228755344131,0.999088540929802,-3.63022682092919
ENSG00000227036.10,LINC00511,LINC00511,0.859,0.359,1.359,3.499,3.514,0.00144585895937743,0.999088540929802,-2.69646799673187
ENSG00000272888.8,CHASERR,CHASERR,0.741,0.305,1.177,6.226,3.474,0.00160754792974441,0.999984495355126,-2.78574647484525
ENSG00000050426.16,LETMD1,LETMD1,0.625,0.253,0.998,5.069,3.43,0.00180505317309508,0.999984495355126,-3.03475716314113
ENSG00000290678.1,,,-3.342,-5.377,-1.306,-4.422,-3.355,0.00219177132847013,0.999984495355126,-4.44973438088619
ENSG00000141391.14,PRELID3A,PRELID3A,1.546,0.6,2.492,1.326,3.34,0.00227962635456622,0.999984495355126,-4.21394968917896
ENSG00000273784.5,,,0.94,0.361,1.519,2.802,3.318,0.00241834638950204,0.999984495355126,-3.83491047509414
ENSG00000088340.18,FER1L4,FER1L4,7.21,2.763,11.657,-2.316,3.314,0.00244277066020642,0.999984495355126,-4.39242651164585
ENSG00000226266.8,,,-2.661,-4.307,-1.015,-1.357,-3.304,0.00250218908003067,0.999984495355126,-4.35322208257921
ENSG00000122254.7,HS3ST2,HS3ST2,-2.534,-4.101,-0.966,-3.767,-3.303,0.00250948692182515,0.999984495355126,-4.39445987893229
ENSG00000031003.11,FAM13B,FAM13B,0.509,0.192,0.826,5.893,3.285,0.00263503978121077,0.999984495355126,-2.94739737039892
ENSG00000213995.12,NAXD,NAXD,0.427,0.16,0.694,5.479,3.266,0.00276769365058352,0.999984495355126,-3.01559890093415
ENSG00000286088.1,,,3.815,1.414,6.216,-1.495,3.247,0.00290174365853964,0.999984495355126,-4.38832040454507
ENSG00000133398.4,MED10,MED10,0.579,0.213,0.945,5.43,3.233,0.00301170990351103,0.999984495355126,-3.05610324465559
ENSG00000165275.10,TRMT10B,TRMT10B,0.698,0.255,1.142,3.104,3.216,0.00314101170199754,0.999984495355126,-3.80162728345545
ENSG00000185917.14,SETD4,SETD4,0.667,0.241,1.094,4.27,3.198,0.00329496035543299,0.999984495355126,-3.46032818346103
ENSG00000100483.14,VCPKMT,VCPKMT,0.729,0.262,1.197,3.345,3.187,0.00339066294458477,0.999984495355126,-3.84967067876959
ENSG00000174365.22,SNHG11,SNHG11,0.74,0.259,1.221,3.537,3.144,0.00378445604676846,0.999984495355126,-3.68758803178756
ENSG00000260236.2,PTPN23-DT,PTPN23-DT,1.285,0.449,2.122,0.135,3.14,0.00382178921882057,0.999984495355126,-4.2769736449896
ENSG00000100060.18,MFNG,MFNG,2.71,0.937,4.483,-1.402,3.123,0.00398706414465209,0.999984495355126,-4.38495839978471
ENSG00000228218.1,ATF4P3,ATF4P3,1.194,0.412,1.976,-2.259,3.12,0.00401769873818504,0.999984495355126,-4.35465745608532
ENSG00000205534.6,SMG1P2,SMG1P2,1.507,0.519,2.494,2.767,3.117,0.00405304655600355,0.999984495355126,-4.11144739234525
ENSG00000175003.15,SLC22A1,SLC22A1,2.05,0.704,3.397,-2.858,3.113,0.0040951976763687,0.999984495355126,-4.38279506528183
ENSG00000188629.14,ZNF177,ZNF177,2.598,0.868,4.328,0.29,3.07,0.00456784198515876,0.999984495355126,-4.304930731365
ENSG00000290535.1,,,0.845,0.282,1.407,1.709,3.069,0.00457823676963156,0.999984495355126,-4.0603959839865
ENSG00000185298.13,CCDC137,CCDC137,0.462,0.154,0.77,5.415,3.067,0.00460003502368875,0.999984495355126,-3.14675468688418
ENSG00000291073.1,,,0.954,0.318,1.59,3.938,3.065,0.00462068134439236,0.999984495355126,-3.78285396413141
ENSG00000291152.1,,SBDSP1,0.822,0.27,1.374,5.349,3.043,0.00488110204850767,0.999984495355126,-3.35011062678037
ENSG00000291078.1,,,0.745,0.242,1.248,3.099,3.026,0.00509628746473316,0.999984495355126,-3.95241846922709
ENSG00000291146.1,RP9P,RP9P,1.03,0.333,1.727,2.745,3.022,0.00515123913734169,0.999984495355126,-4.05304848103889
ENSG00000148399.13,DPH7,DPH7,0.584,0.187,0.981,4.361,3.009,0.00532374835736663,0.999984495355126,-3.62466112060591
ENSG00000105771.14,SMG9,SMG9,0.69,0.219,1.161,5.262,2.992,0.00554829693811081,0.999984495355126,-3.32075830963057
ENSG00000169246.17,NPIPB3,NPIPB3,1.513,0.472,2.555,3.234,2.969,0.00587949340324809,0.999984495355126,-3.99694406797981
ENSG00000085514.16,PILRA,PILRA,1.624,0.499,2.749,-2.528,2.949,0.00617690247120228,0.999984495355126,-4.4068074402088
ENSG00000278416.1,PMS2P2,PMS2P2,2.127,0.647,3.606,-0.755,2.938,0.00635359899770024,0.999984495355126,-4.40000344976773
ENSG00000116717.13,GADD45A,GADD45A,0.768,0.232,1.304,6.456,2.93,0.00647392614984772,0.999984495355126,-3.1603443645405
ENSG00000263235.1,,,1.55,0.468,2.633,-1.962,2.928,0.00651705762066126,0.999984495355126,-4.37544938936602
ENSG00000180747.16,SMG1P3,SMG1P3,3.737,1.111,6.363,2.8,2.908,0.00684467767746565,0.999984495355126,-4.15475951166978
ENSG00000291228.1,,,0.823,0.243,1.404,3.594,2.897,0.0070235997564713,0.999984495355126,-3.94651804243433
ENSG00000167393.18,PPP2R3B,PPP2R3B,-3.219,-5.495,-0.942,1.866,-2.889,0.00717267390891344,0.999984495355126,-4.22863488790063
ENSG00000291010.1,,MRPS31P5,0.959,0.278,1.641,2.593,2.879,0.00735502487274144,0.999984495355126,-4.06002126217146
ENSG00000246430.9,LINC00968,LINC00968,-1.324,-2.268,-0.38,-5.177,-2.865,0.00760158654520575,0.999984495355126,-4.50047591156271
ENSG00000081721.12,DUSP12,DUSP12,0.66,0.187,1.133,4.372,2.852,0.00785240382787382,0.999984495355126,-3.7862369914284
ENSG00000291087.1,,CRYBB2P1,0.8,0.224,1.377,3.253,2.839,0.00811607758298773,0.999984495355126,-3.98921571947229
ENSG00000168405.19,CMAHP,CMAHP,6.286,1.687,10.885,-4.542,2.793,0.00906506571913846,0.999984495355126,-4.46205060976371
ENSG00000132207.18,SLX1A,SLX1A,1.065,0.285,1.845,4.192,2.792,0.00910322215870345,0.999984495355126,-3.7226204897671
ENSG00000273432.1,,,1.134,0.303,1.965,-0.485,2.789,0.00916847107558055,0.999984495355126,-4.35235503306748
ENSG00000119688.21,ABCD4,ABCD4,0.435,0.114,0.756,4.649,2.771,0.00958336148903722,0.999984495355126,-3.67682510315896
ENSG00000183458.15,PKD1P3,PKD1P3,0.796,0.208,1.384,5.566,2.767,0.00967492344472899,0.999984495355126,-3.42749616473976
ENSG00000134489.7,HRH4,HRH4,2.578,0.672,4.484,-3.732,2.764,0.0097455228586844,0.999984495355126,-4.46152738986182
ENSG00000181666.19,ZNF875,ZNF875,0.51,0.132,0.887,4.53,2.761,0.00980899039751086,0.999984495355126,-3.62013416853573
ENSG00000182307.14,C8orf33,C8orf33,0.436,0.111,0.761,5.929,2.744,0.0102113244410233,0.999984495355126,-3.40894814695302
ENSG00000278996.1,,,5.33,1.36,9.3,-6.134,2.744,0.0102309662015237,0.999984495355126,-4.4895219688203
ENSG00000203326.12,ZNF525,ZNF525,0.663,0.164,1.161,3.218,2.718,0.0108730363693561,0.999984495355126,-3.9182204007244
ENSG00000178381.12,ZFAND2A,ZFAND2A,1.171,0.289,2.054,4.549,2.714,0.010994584737878,0.999984495355126,-3.92804461623256
ENSG00000251022.6,THAP9-AS1,THAP9-AS1,1.303,0.319,2.288,4.818,2.706,0.011209955352404,0.999984495355126,-3.66931626283421
ENSG00000262633.2,,,6.608,1.608,11.608,-4.568,2.701,0.0113391844313619,0.999984495355126,-4.47752514447517
ENSG00000255529.9,POLR2M,POLR2M,0.691,0.168,1.214,6.236,2.7,0.0113621612170106,0.999984495355126,-3.43609482191353
ENSG00000232611.1,,,1.059,0.25,1.868,-0.561,2.675,0.0120705734892077,0.999984495355126,-4.37481212979188
ENSG00000112763.17,BTN2A1,BTN2A1,0.647,0.151,1.142,5.071,2.666,0.0123215262939668,0.999984495355126,-3.664322139658
ENSG00000285596.1,,,1.352,0.315,2.388,-1.408,2.665,0.0123453751947756,0.999984495355126,-4.42047255829771
ENSG00000109065.12,NAT9,NAT9,0.595,0.138,1.052,5.159,2.66,0.0125127005601389,0.999984495355126,-3.64084026506464
ENSG00000139514.13,SLC7A1,SLC7A1,0.519,0.117,0.921,6.38,2.639,0.0131351874919014,0.999984495355126,-3.45427584745664
ENSG00000176933.5,TOB2P1,TOB2P1,1.39,0.312,2.468,-1.113,2.635,0.013260630637275,0.999984495355126,-4.42956558313657
ENSG00000254447.3,,,2.424,0.541,4.307,-5.413,2.631,0.0134114560510396,0.999984495355126,-4.48745814270301
ENSG00000135637.14,CCDC142,CCDC142,0.575,0.125,1.026,3.974,2.61,0.0140675205972834,0.999984495355126,-3.92258144235309
ENSG00000226180.3,,,1.039,0.225,1.854,-0.807,2.608,0.0141598833256153,0.999984495355126,-4.40283744440455
ENSG00000188283.12,ZNF383,ZNF383,0.736,0.156,1.317,3.696,2.592,0.0146959147850188,0.999984495355126,-4.00067305097673
ENSG00000263956.8,NBPF11,NBPF11,0.857,0.18,1.533,3.964,2.589,0.014807808559425,0.999984495355126,-3.97170033699263
ENSG00000221883.4,ARIH2OS,ARIH2OS,0.978,0.205,1.751,0.006,2.587,0.0148622830119182,0.999984495355126,-4.37646311421877
ENSG00000198393.8,ZNF26,ZNF26,0.735,0.154,1.316,3.435,2.584,0.0149860329563474,0.999984495355126,-4.00335142225182
ENSG00000150401.15,DCUN1D2,DCUN1D2,0.657,0.137,1.178,3.835,2.582,0.0150404696941383,0.999984495355126,-3.97259421512882
ENSG00000248971.2,KRT8P46,KRT8P46,1.606,0.331,2.882,-1.353,2.574,0.0153402056281968,0.999984495355126,-4.44626130546874
ENSG00000111877.18,MCM9,MCM9,0.509,0.104,0.914,4.028,2.566,0.0156047428303162,0.999984495355126,-3.86190218100487
ENSG00000154144.13,TBRG1,TBRG1,0.439,0.088,0.789,5.632,2.558,0.0159064518015761,0.999984495355126,-3.62496598144231
ENSG00000115459.18,ELMOD3,ELMOD3,0.408,0.082,0.734,3.98,2.555,0.0160256881377202,0.999984495355126,-3.90248576149012
ENSG00000281706.5,,LINC01012,0.943,0.188,1.699,-0.815,2.552,0.0161372801567087,0.999984495355126,-4.37636037405222
ENSG00000263893.2,,,1.091,0.215,1.968,-3.99,2.546,0.0163630876031571,0.999984495355126,-4.45510788991153
ENSG00000266820.1,KPNA2P3,KPNA2P3,-4.194,-7.567,-0.82,-1.863,-2.541,0.0165683773222341,0.999984495355126,-4.43157342288649
ENSG00000225530.1,SP3P,SP3P,-1.742,-3.144,-0.34,-5.638,-2.54,0.016600132654849,0.999984495355126,-4.51593013198223
ENSG00000140987.21,ZSCAN32,ZSCAN32,0.465,0.09,0.84,4.286,2.533,0.0168518800318735,0.999984495355126,-3.85530236904208
ENSG00000157349.17,DDX19B,DDX19B,0.474,0.091,0.856,4.951,2.531,0.0169671732588283,0.999984495355126,-3.76663488854205
ENSG00000214293.11,APTR,APTR,0.627,0.118,1.137,3.401,2.519,0.0174486978984757,0.999984495355126,-4.05843397859607
ENSG00000291005.1,,NBPF25P,1.035,0.193,1.877,0.387,2.513,0.0176613929824204,0.999984495355126,-4.38098936667352
ENSG00000260899.1,,,1.24,0.228,2.252,0.234,2.505,0.0180070125972074,0.999984495355126,-4.36312346472121
ENSG00000197536.11,IRF1-AS1,IRF1-AS1,0.837,0.151,1.523,2.049,2.493,0.0185034572901632,0.999984495355126,-4.25931050832075
ENSG00000132518.7,GUCY2D,GUCY2D,-2.194,-3.994,-0.395,-3.507,-2.492,0.0185465040703174,0.999984495355126,-4.49651013230162
ENSG00000104231.11,ZFAND1,ZFAND1,0.522,0.093,0.951,5.164,2.488,0.018724770126248,0.999984495355126,-3.79019115938455
ENSG00000188938.17,FAM120AOS,FAM120AOS,0.362,0.064,0.659,5.635,2.486,0.0188315867168203,0.999984495355126,-3.67091095329736
ENSG00000289028.2,,,1.435,0.252,2.617,-1.605,2.48,0.0190774955961849,0.999984495355126,-4.45207528784496
ENSG00000169330.9,MINAR1,MINAR1,1.12,0.196,2.044,0.512,2.477,0.019194925663915,0.999984495355126,-4.36787328037067
ENSG00000180764.14,PIPSL,PIPSL,-4.06,-7.419,-0.701,-2.798,-2.47,0.0195076156691404,0.999984495355126,-4.50433093509346
ENSG00000291201.1,,,0.671,0.115,1.227,3.142,2.468,0.0196179197993019,0.999984495355126,-4.14444725368382
ENSG00000178093.14,TSSK6,TSSK6,0.924,0.154,1.695,0.387,2.451,0.0204136845393328,0.999984495355126,-4.36196800249495
ENSG00000286239.1,,,3.075,0.51,5.64,-1.337,2.45,0.0204263106714892,0.999984495355126,-4.46109963800352
ENSG00000291207.1,,,0.924,0.151,1.698,3.461,2.441,0.0208463671380332,0.999984495355126,-4.14164857850098
ENSG00000128915.12,ICE2,ICE2,0.41,0.067,0.753,5.616,2.44,0.0209034484611876,0.999984495355126,-3.72386073899601
ENSG00000144524.18,COPS7B,COPS7B,0.417,0.066,0.769,5.018,2.427,0.0215415466443152,0.999984495355126,-3.77440341801834
ENSG00000242588.7,,,0.398,0.062,0.733,6.078,2.423,0.0217696691025002,0.999984495355126,-3.68270102666001
ENSG00000102543.14,CDADC1,CDADC1,0.531,0.081,0.98,3.216,2.414,0.022199864715908,0.999984495355126,-4.09441604337366
ENSG00000125459.18,MSTO1,MSTO1,0.54,0.083,0.997,5.698,2.414,0.0222031653746277,0.999984495355126,-3.72530521617141
ENSG00000288700.2,,,2.477,0.376,4.579,-4.255,2.41,0.0224200178083503,0.999984495355126,-4.50871585557714
ENSG00000149716.13,LTO1,LTO1,0.574,0.087,1.06,4.358,2.409,0.0224477345417938,0.999984495355126,-3.93968444352313
ENSG00000237440.9,ZNF737,ZNF737,-0.799,-1.476,-0.121,2.961,-2.409,0.022474777299035,0.999984495355126,-4.15076165849013
ENSG00000290338.1,,FGD5P1,2.353,0.353,4.354,-4.255,2.405,0.0226742260002738,0.999984495355126,-4.48961359910758
ENSG00000215302.9,WHAMMP4,WHAMMP4,1.126,0.168,2.084,0.165,2.401,0.0228586783457843,0.999984495355126,-4.41706083419414
ENSG00000131791.8,PRKAB2,PRKAB2,0.486,0.072,0.901,5.248,2.399,0.0229932102160951,0.999984495355126,-3.76105932128458
ENSG00000197818.12,SLC9A8,SLC9A8,0.372,0.055,0.69,5.094,2.397,0.0230658766071811,0.999984495355126,-3.77239807606517
ENSG00000168137.20,SETD5,SETD5,0.346,0.05,0.641,6.759,2.392,0.0233612803843199,0.999984495355126,-3.65690029601562
ENSG00000122299.12,ZC3H7A,ZC3H7A,0.46,0.067,0.853,6.117,2.391,0.0233669907484107,0.999984495355126,-3.71429950851419
ENSG00000103061.13,SLC7A6OS,SLC7A6OS,0.361,0.052,0.67,4.662,2.386,0.0236358471961798,0.999984495355126,-3.91228147525228
ENSG00000166123.14,GPT2,GPT2,0.508,0.073,0.943,5.225,2.386,0.023646882231497,0.999984495355126,-3.73368152158344
ENSG00000244754.9,N4BP2L2,N4BP2L2,0.315,0.045,0.585,5.669,2.383,0.0238289966908663,0.999984495355126,-3.74844129562506
ENSG00000290921.1,,,0.847,0.12,1.574,1.439,2.382,0.0238928645339933,0.999984495355126,-4.32991946046042
ENSG00000134516.20,DOCK2,DOCK2,-2.236,-4.162,-0.31,-2.492,-2.372,0.0244060074108906,0.999984495355126,-4.50904552970741
ENSG00000286219.2,NOTCH2NLC,NOTCH2NLC,1.056,0.145,1.968,3.081,2.368,0.0246679115215661,0.999984495355126,-4.12184565140911
ENSG00000205763.16,RP9P,RP9P,4.55,0.621,8.479,-2.908,2.366,0.0247261676937432,0.999984495355126,-4.50472622630619
ENSG00000119684.16,MLH3,MLH3,0.6,0.081,1.119,4.125,2.364,0.0248861801906057,0.999984495355126,-3.98298132457259
ENSG00000117569.20,PTBP2,PTBP2,0.863,0.114,1.612,4.064,2.355,0.025372113806727,0.999984495355126,-4.13732097890085
ENSG00000137842.7,TMEM62,TMEM62,0.534,0.07,0.997,4.83,2.354,0.0254303552208651,0.999984495355126,-3.94585256786501
ENSG00000285793.1,,ANAPC1P2,0.99,0.129,1.851,3.064,2.349,0.0257151375822851,0.999984495355126,-4.13025595589678
ENSG00000204387.14,SNHG32,SNHG32,0.593,0.076,1.11,6.831,2.346,0.0258960240071805,0.999984495355126,-3.74167532932591
ENSG00000223784.2,LINP1,LINP1,-1.083,-2.027,-0.139,-1.025,-2.346,0.0259185084625082,0.999984495355126,-4.36897424594737
ENSG00000016490.16,CLCA1,CLCA1,1.603,0.195,3.01,-5.009,2.327,0.0270061235566655,0.999984495355126,-4.50989562475042
ENSG00000291215.1,,,0.631,0.076,1.187,3.95,2.323,0.0272872089710488,0.999984495355126,-4.03226776745587
ENSG00000234390.4,USP27X-DT,USP27X-DT,0.745,0.088,1.402,0.062,2.318,0.0275956545171861,0.999984495355126,-4.40856794504963
ENSG00000263020.6,,,-2.372,-4.475,-0.268,-0.082,-2.304,0.02842591805393,0.999984495355126,-4.44161718828181
ENSG00000163660.12,CCNL1,CCNL1,0.602,0.068,1.136,6.062,2.304,0.0284593630095721,0.999984495355126,-3.8276552947483
ENSG00000272582.1,,,-1.159,-2.187,-0.131,-2.844,-2.304,0.0284601309660056,0.999984495355126,-4.48525715258447
ENSG00000179406.10,LINC00174,LINC00174,0.709,0.08,1.339,2.248,2.303,0.0285147157094028,0.999984495355126,-4.25674504307224
ENSG00000232973.14,CYP1B1-AS1,CYP1B1-AS1,1.986,0.217,3.755,-2.075,2.294,0.0290876928431192,0.999984495355126,-4.48018318162846
ENSG00000116698.22,SMG7,SMG7,0.342,0.036,0.648,6.89,2.284,0.0297534738110822,0.999984495355126,-3.75277025405709
ENSG00000290927.1,,,0.693,0.071,1.316,3.596,2.278,0.0301457176093205,0.999984495355126,-4.10832600460545
ENSG00000291120.1,,,0.967,0.098,1.835,1.509,2.275,0.0303574734978372,0.999984495355126,-4.36622572770312
ENSG00000213144.2,,,-2.002,-3.801,-0.203,-2.551,-2.274,0.0303782824102732,0.999984495355126,-4.50914635945877
ENSG00000240429.1,LRRFIP1P1,LRRFIP1P1,0.893,0.088,1.697,0.983,2.268,0.0308171643797531,0.999984495355126,-4.38748834451867
ENSG00000279738.1,,,0.625,0.061,1.188,0.441,2.266,0.030966792964679,0.999984495355126,-4.38748457459851
ENSG00000116922.15,AIRIM,AIRIM,0.457,0.043,0.872,4.506,2.256,0.0316792863540277,0.999984495355126,-4.02414492144038
ENSG00000285831.1,,,1.885,0.168,3.602,-3.209,2.244,0.0325203656579723,0.999984495355126,-4.5071693563489
ENSG00000182600.10,SNORC,SNORC,1.553,0.134,2.971,-0.047,2.237,0.0329905893551079,0.999984495355126,-4.43074699306858
ENSG00000289291.1,,,0.939,0.08,1.798,-0.077,2.235,0.033137975565329,0.999984495355126,-4.42894996197036
ENSG00000290399.1,,,1.45,0.123,2.777,1.149,2.234,0.0332410203267598,0.999984495355126,-4.42794502870868
ENSG00000164975.16,SNAPC3,SNAPC3,0.367,0.03,0.703,5.768,2.228,0.0336259007860937,0.999984495355126,-3.88180716071382
ENSG00000177200.18,CHD9,CHD9,0.519,0.042,0.996,6.063,2.226,0.0338325908798897,0.999984495355126,-3.85532346571944
ENSG00000249859.14,PVT1,PVT1,0.806,0.066,1.546,3.56,2.226,0.03383450399267,0.999984495355126,-4.22358792177918
ENSG00000288979.1,,,1.585,0.128,3.043,-2.077,2.223,0.0340548300833314,0.999984495355126,-4.49969021473661
ENSG00000205667.3,ARSH,ARSH,1.563,0.124,3.003,-4.404,2.219,0.0343198390690376,0.999984495355126,-4.52053324940747
ENSG00000261126.7,RBFADN,RBFADN,1.323,0.1,2.545,-2.177,2.212,0.0348793697150299,0.999984495355126,-4.48989197740408
ENSG00000280587.3,LINC01348,LINC01348,0.824,0.059,1.59,-0.4,2.202,0.0356499137266578,0.999984495355126,-4.40651763791054
ENSG00000166398.14,GARRE1,GARRE1,-0.762,-1.47,-0.055,4.511,-2.201,0.0356727189363413,0.999984495355126,-4.06764621774127
ENSG00000231365.7,WARS2-AS1,WARS2-AS1,0.543,0.037,1.048,3.545,2.194,0.0362173698181591,0.999984495355126,-4.16041644780992
ENSG00000214087.9,ARL16,ARL16,0.491,0.033,0.948,4.949,2.192,0.0364490096735807,0.999984495355126,-4.04992595051825
ENSG00000185158.13,LRRC37B,LRRC37B,0.674,0.045,1.302,2.91,2.19,0.0365472427144082,0.999984495355126,-4.27672227341713
ENSG00000265479.7,DTX2P1-UPK3BP1-PMS2P11,DTX2P1-UPK3BP1-PMS2P11,0.501,0.033,0.968,3.789,2.19,0.0365663423794976,0.999984495355126,-4.10004992229689
ENSG00000171121.17,KCNMB3,KCNMB3,0.864,0.056,1.673,0.873,2.186,0.0369008589105735,0.999984495355126,-4.41798721796565
ENSG00000141026.6,MED9,MED9,0.384,0.025,0.743,3.777,2.186,0.036921604051148,0.999984495355126,-4.11822181384401
ENSG00000293177.1,,,3.052,0.196,5.907,-4.405,2.184,0.0370443026178023,0.999984495355126,-4.53157209807926
ENSG00000178761.15,FAM219B,FAM219B,0.341,0.022,0.661,5.669,2.183,0.0370977296489624,0.999984495355126,-3.91770239165515
ENSG00000291203.1,,,0.626,0.039,1.212,3.016,2.18,0.0373729945595742,0.999984495355126,-4.27547722730879
ENSG00000290567.1,,ATP8B5P,1.206,0.075,2.338,-2.178,2.179,0.0374269500079567,0.999984495355126,-4.50191124680275
ENSG00000233369.8,GTF2IP4,GTF2IP4,3.285,0.202,6.369,4.036,2.178,0.0375645317354845,0.999984495355126,-4.26754392223613
ENSG00000278249.1,SCARNA2,SCARNA2,-1.745,-3.385,-0.106,-2.13,-2.175,0.0377546044777617,0.999984495355126,-4.47778200671074
ENSG00000291091.1,,SDHAP4,0.623,0.037,1.208,3.586,2.174,0.0378696496847104,0.999984495355126,-4.18439928499044
ENSG00000110619.18,CARS1,CARS1,0.393,0.023,0.764,6.219,2.171,0.0380985675442781,0.999984495355126,-3.88380671769714
ENSG00000266338.7,NBPF15,NBPF15,0.512,0.03,0.994,5.149,2.171,0.0381428551590069,0.999984495355126,-4.01461555825042
ENSG00000137504.15,CREBZF,CREBZF,0.434,0.025,0.844,5.601,2.169,0.0382400869227408,0.999984495355126,-3.91776208034062
ENSG00000196689.13,TRPV1,TRPV1,0.721,0.042,1.4,2.807,2.169,0.0383023906417242,0.999984495355126,-4.21953645605612
ENSG00000164796.18,CSMD3,CSMD3,1.967,0.11,3.823,-3.172,2.165,0.0385930895723591,0.999984495355126,-4.50603437728224
ENSG00000257511.1,,,1.137,0.063,2.211,-0.968,2.164,0.0386891331530059,0.999984495355126,-4.50121216347864
ENSG00000293489.1,,,0.887,0.049,1.725,3.482,2.164,0.0387145640902766,0.999984495355126,-4.20081264996854
ENSG00000283580.4,,,2.257,0.123,4.39,-3.091,2.161,0.038916018732766,0.999984495355126,-4.51302068879037
ENSG00000114349.10,GNAT1,GNAT1,-2.321,-4.519,-0.123,-4.672,-2.158,0.0391926477371986,0.999984495355126,-4.5276532730912
ENSG00000249700.9,SRD5A3-AS1,SRD5A3-AS1,1.851,0.097,3.605,-3.047,2.157,0.0393025595042326,0.999984495355126,-4.52515614192762
ENSG00000106328.10,FSCN3,FSCN3,-1.553,-3.025,-0.081,-3.527,-2.156,0.0393252295574973,0.999984495355126,-4.50328380222127
ENSG00000188958.10,UTS2B,UTS2B,1.668,0.086,3.249,-3.204,2.155,0.0394376247755967,0.999984495355126,-4.52553397737515
ENSG00000147166.11,ITGB1BP2,ITGB1BP2,-1.435,-2.797,-0.073,-2.367,-2.154,0.0395455096783715,0.999984495355126,-4.51245073760379
