ensembl_gene_id_version,hgnc_symbol,external_gene_name,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000221916.4,C19orf73,C19orf73,-0.374,-1.546,0.798,-1.316,-0.652,0.519197680283438,0.999984495355126,-4.61919745845971
ENSG00000183979.8,NPB,NPB,-0.497,-2.053,1.059,-1.772,-0.652,0.51920922702993,0.999984495355126,-4.61256785867294
ENSG00000105974.13,CAV1,CAV1,-0.278,-1.151,0.594,7.899,-0.652,0.519209741126913,0.999984495355126,-4.8356788987672
ENSG00000290930.1,,OR7E91P,-0.756,-3.125,1.613,-4.82,-0.652,0.519231787697672,0.999984495355126,-4.61008528190524
ENSG00000251595.8,ABCA11P,ABCA11P,0.782,-1.667,3.23,-2.874,0.652,0.519241190626624,0.999984495355126,-4.6109766814145
ENSG00000168228.16,ZCCHC4,ZCCHC4,0.134,-0.286,0.554,3.411,0.652,0.519254838188009,0.999984495355126,-4.67693412894789
ENSG00000175550.8,DRAP1,DRAP1,-0.181,-0.749,0.387,6.226,-0.652,0.519411318579624,0.999984495355126,-4.79209765698317
ENSG00000087274.19,ADD1,ADD1,-0.112,-0.462,0.238,7.564,-0.652,0.519442914384391,0.999984495355126,-4.83538635073389
ENSG00000291273.1,,,0.392,-0.837,1.622,0.107,0.652,0.519448111411426,0.999984495355126,-4.62265189050887
ENSG00000179698.14,WDR97,WDR97,0.29,-0.62,1.2,0.458,0.652,0.519449420803347,0.999984495355126,-4.64364705854899
ENSG00000055130.18,CUL1,CUL1,-0.082,-0.34,0.176,6.104,-0.652,0.519599596356683,0.999984495355126,-4.8191049632856
ENSG00000185359.14,HGS,HGS,0.243,-0.519,1.005,6.817,0.652,0.519654989458822,0.999984495355126,-4.8303991281462
ENSG00000083123.15,BCKDHB,BCKDHB,-0.191,-0.788,0.407,4.193,-0.652,0.519736048710323,0.999984495355126,-4.71355545292271
ENSG00000135535.17,CD164,CD164,-0.098,-0.406,0.21,8.46,-0.651,0.519783097312413,0.999984495355126,-4.841836341718
ENSG00000123636.19,BAZ2B,BAZ2B,-0.123,-0.51,0.263,5.102,-0.651,0.519940417161049,0.999984495355126,-4.78762767969332
ENSG00000168502.18,MTCL1,MTCL1,-0.475,-1.965,1.015,3.266,-0.651,0.520013592680255,0.999984495355126,-4.66370184334226
ENSG00000119715.15,ESRRB,ESRRB,-0.782,-3.237,1.673,-3.76,-0.651,0.520072369464807,0.999984495355126,-4.61521489034473
ENSG00000116670.16,MAD2L2,MAD2L2,-0.257,-1.066,0.551,3.67,-0.651,0.520094510848772,0.999984495355126,-4.67649336658789
ENSG00000108819.11,PPP1R9B,PPP1R9B,-0.127,-0.525,0.271,5.957,-0.651,0.520110101682118,0.999984495355126,-4.81330577482467
ENSG00000135914.6,HTR2B,HTR2B,-0.677,-2.802,1.449,-1.194,-0.651,0.520311575488191,0.999984495355126,-4.61450732012762
ENSG00000244300.3,GATA2-AS1,GATA2-AS1,-0.401,-1.659,0.858,0.153,-0.651,0.52032883051036,0.999984495355126,-4.62047156840342
ENSG00000260879.1,,,-0.262,-1.085,0.561,-0.267,-0.651,0.520335086938385,0.999984495355126,-4.62196516289634
ENSG00000143315.8,PIGM,PIGM,-0.123,-0.508,0.263,4.42,-0.651,0.520338418623046,0.999984495355126,-4.73208236794597
ENSG00000155849.16,ELMO1,ELMO1,0.594,-1.273,2.462,-1.671,0.651,0.520351043757269,0.999984495355126,-4.61319154911858
ENSG00000272335.1,,,-0.168,-0.696,0.36,1.436,-0.651,0.520383682235036,0.999984495355126,-4.65132627704761
ENSG00000188042.8,ARL4C,ARL4C,-0.283,-1.17,0.605,4.697,-0.65,0.520437959196688,0.999984495355126,-4.73814914285991
ENSG00000135972.9,MRPS9,MRPS9,-0.119,-0.495,0.256,4.364,-0.65,0.520531160350733,0.999984495355126,-4.74586454315065
ENSG00000244055.2,,,0.304,-0.651,1.259,0.628,0.65,0.520548251010854,0.999984495355126,-4.63403141325647
ENSG00000149639.15,SOGA1,SOGA1,-0.196,-0.81,0.419,5.419,-0.65,0.520677429010695,0.999984495355126,-4.79144291706247
ENSG00000112936.21,C7,C7,0.93,-1.995,3.856,-3.636,0.65,0.520761319757271,0.999984495355126,-4.60753566213119
ENSG00000107951.15,MTPAP,MTPAP,-0.136,-0.564,0.292,4.588,-0.65,0.520832726568007,0.999984495355126,-4.75270183659339
ENSG00000137770.14,CTDSPL2,CTDSPL2,0.151,-0.323,0.624,5.16,0.65,0.520878019626248,0.999984495355126,-4.76811388679332
ENSG00000168291.13,PDHB,PDHB,-0.133,-0.55,0.285,6.025,-0.649,0.521095365664845,0.999984495355126,-4.80386553782064
ENSG00000167280.17,ENGASE,ENGASE,0.191,-0.409,0.79,4.461,0.649,0.521132775845909,0.999984495355126,-4.75348674749277
ENSG00000153201.17,RANBP2,RANBP2,-0.12,-0.496,0.257,7.117,-0.649,0.521145383566729,0.999984495355126,-4.83616535584027
ENSG00000260920.2,,,-0.242,-1.004,0.52,1.144,-0.649,0.521325207340412,0.999984495355126,-4.6324377065923
ENSG00000231652.2,CD109-AS1,CD109-AS1,-0.363,-1.507,0.78,-2.148,-0.649,0.521326221399965,0.999984495355126,-4.61493407826554
ENSG00000122085.17,MTERF4,MTERF4,-0.133,-0.554,0.287,4.385,-0.649,0.521516628236644,0.999984495355126,-4.7311882750016
ENSG00000149582.16,TMEM25,TMEM25,-0.209,-0.865,0.448,4.024,-0.649,0.521580736764819,0.999984495355126,-4.69481838497232
ENSG00000101076.20,HNF4A,HNF4A,0.568,-1.221,2.357,-4.337,0.649,0.521616968821877,0.999984495355126,-4.61378845091432
ENSG00000006194.11,ZNF263,ZNF263,0.167,-0.36,0.694,4.608,0.649,0.521625655262304,0.999984495355126,-4.75669481068991
ENSG00000105849.6,POLR1F,POLR1F,-0.126,-0.521,0.27,5.31,-0.648,0.521713241688311,0.999984495355126,-4.78093969229272
ENSG00000100413.17,POLR3H,POLR3H,0.125,-0.269,0.52,5.356,0.648,0.521751462262721,0.999984495355126,-4.78499504907977
ENSG00000144730.19,IL17RD,IL17RD,-0.275,-1.144,0.593,2.069,-0.648,0.521897500297607,0.999984495355126,-4.65844776873203
ENSG00000262198.2,,,-0.515,-2.139,1.109,-1.328,-0.648,0.521951138575326,0.999984495355126,-4.62402960520969
ENSG00000273540.5,AGBL1,AGBL1,-0.591,-2.455,1.273,-3.801,-0.648,0.521960653966423,0.999984495355126,-4.60994386991235
ENSG00000184675.11,AMER1,AMER1,-0.215,-0.893,0.463,2.345,-0.648,0.522133819988486,0.999984495355126,-4.66716247220785
ENSG00000185046.21,ANKS1B,ANKS1B,-0.938,-3.899,2.022,-3.276,-0.648,0.522135676946137,0.999984495355126,-4.60918227294118
ENSG00000197958.13,RPL12,RPL12,-0.201,-0.837,0.434,9.277,-0.648,0.522185303755932,0.999984495355126,-4.84522106140545
ENSG00000250634.6,LINC01182,LINC01182,-0.736,-3.061,1.588,-4.681,-0.648,0.522278724654607,0.999984495355126,-4.6054986035044
ENSG00000163319.11,MRPS18C,MRPS18C,-0.163,-0.679,0.352,4.391,-0.648,0.522300640876751,0.999984495355126,-4.72326292829056
ENSG00000148358.21,GPR107,GPR107,0.1,-0.216,0.416,7.066,0.648,0.522312093347032,0.999984495355126,-4.83264301947815
ENSG00000077549.19,CAPZB,CAPZB,-0.134,-0.556,0.288,7.724,-0.647,0.522490796992472,0.999984495355126,-4.83761443184025
ENSG00000149575.9,SCN2B,SCN2B,-0.671,-2.791,1.448,-3.122,-0.647,0.522535065551093,0.999984495355126,-4.6134568594505
ENSG00000174307.7,PHLDA3,PHLDA3,0.15,-0.323,0.623,6.55,0.647,0.5226717838786,0.999984495355126,-4.82848983353609
ENSG00000204624.8,DISP3,DISP3,0.706,-1.523,2.935,-2.479,0.647,0.522675398123542,0.999984495355126,-4.62003267103059
ENSG00000156256.15,USP16,USP16,-0.118,-0.491,0.255,5.991,-0.647,0.522694648368175,0.999984495355126,-4.81413462090497
ENSG00000151292.19,CSNK1G3,CSNK1G3,-0.116,-0.484,0.251,5.488,-0.647,0.522718888792318,0.999984495355126,-4.79295921305387
ENSG00000165935.10,SMCO2,SMCO2,0.551,-1.189,2.291,-2.871,0.647,0.522792214464937,0.999984495355126,-4.61174632735887
ENSG00000124493.14,GRM4,GRM4,0.395,-0.853,1.644,-2.425,0.647,0.5228875704772,0.999984495355126,-4.61939135477295
ENSG00000144320.14,LNPK,LNPK,-0.279,-1.162,0.603,5.548,-0.646,0.522968941153679,0.999984495355126,-4.78072674810878
ENSG00000250120.8,PCDHA10,PCDHA10,-0.767,-3.19,1.657,-0.858,-0.646,0.522982926511448,0.999984495355126,-4.61692472887902
ENSG00000136636.13,KCTD3,KCTD3,-0.12,-0.501,0.26,5.57,-0.646,0.523062234531062,0.999984495355126,-4.80575382110741
ENSG00000182952.5,HMGN4,HMGN4,-0.147,-0.611,0.317,5.609,-0.646,0.523115318215357,0.999984495355126,-4.78433115762884
ENSG00000267064.2,UXT-AS1,UXT-AS1,-0.308,-1.281,0.665,-0.845,-0.646,0.523185209506276,0.999984495355126,-4.62229689702588
ENSG00000213906.10,LTB4R2,LTB4R2,-0.207,-0.861,0.447,2.479,-0.646,0.523307049949377,0.999984495355126,-4.71457867624028
ENSG00000228956.9,SATB1-AS1,SATB1-AS1,-0.643,-2.676,1.391,-3.738,-0.646,0.523346079891582,0.999984495355126,-4.61004599162911
ENSG00000113211.6,PCDHB6,PCDHB6,-0.713,-2.97,1.544,-2.401,-0.646,0.523393560681839,0.999984495355126,-4.61180258888886
ENSG00000188985.6,DHFRP1,DHFRP1,-0.998,-4.157,2.161,-2.779,-0.646,0.523420957567282,0.999984495355126,-4.60895179787319
ENSG00000221983.8,UBA52,UBA52,-0.134,-0.559,0.291,8.274,-0.646,0.523444020206523,0.999984495355126,-4.84218076409199
ENSG00000290988.1,,ZNF781,0.63,-1.364,2.623,-2.469,0.646,0.523445116114044,0.999984495355126,-4.61004409292429
ENSG00000288907.2,,,0.299,-0.647,1.245,-0.83,0.646,0.523471073775478,0.999984495355126,-4.62168450473101
ENSG00000215417.14,MIR17HG,MIR17HG,-0.648,-2.699,1.403,0.02,-0.646,0.523499182581619,0.999984495355126,-4.62306221889836
ENSG00000081307.15,UBA5,UBA5,0.088,-0.191,0.367,5.553,0.646,0.523516385862809,0.999984495355126,-4.79735141525584
ENSG00000284526.3,,,0.282,-0.61,1.174,-0.873,0.646,0.523521966247787,0.999984495355126,-4.65147873820507
ENSG00000144597.14,EAF1,EAF1,0.105,-0.227,0.436,5.713,0.646,0.523551093006651,0.999984495355126,-4.80080531339885
ENSG00000168301.13,KCTD6,KCTD6,-0.164,-0.684,0.356,2.899,-0.645,0.523677243940385,0.999984495355126,-4.66507263378848
ENSG00000132017.11,DCAF15,DCAF15,0.14,-0.304,0.584,4.146,0.645,0.52369110391581,0.999984495355126,-4.72809375518989
ENSG00000182261.5,NLRP10,NLRP10,-0.689,-2.871,1.493,-1.752,-0.645,0.523769832499332,0.999984495355126,-4.61938101143009
ENSG00000136518.17,ACTL6A,ACTL6A,-0.159,-0.661,0.344,5.74,-0.645,0.523778486976127,0.999984495355126,-4.79417335867111
ENSG00000085274.16,MYNN,MYNN,0.134,-0.29,0.557,4.738,0.645,0.523783814180021,0.999984495355126,-4.7352698680187
ENSG00000291166.1,,,1.306,-2.832,5.445,-4.338,0.645,0.52387727798379,0.999984495355126,-4.60892572186991
ENSG00000235852.1,,,-0.292,-1.219,0.634,-1.327,-0.645,0.52389448655066,0.999984495355126,-4.6159304494973
ENSG00000173404.5,INSM1,INSM1,-0.8,-3.337,1.736,-6.081,-0.645,0.52389706397269,0.999984495355126,-4.60486673757228
ENSG00000066044.15,ELAVL1,ELAVL1,-0.101,-0.421,0.219,6.387,-0.645,0.523928136569542,0.999984495355126,-4.82193571918341
ENSG00000162244.12,RPL29,RPL29,-0.143,-0.595,0.309,9.309,-0.645,0.523929526640731,0.999984495355126,-4.84756064369272
ENSG00000107960.12,STN1,STN1,0.162,-0.351,0.674,5.196,0.645,0.524026023040521,0.999984495355126,-4.77897979274984
ENSG00000066697.15,MSANTD3,MSANTD3,-0.141,-0.59,0.307,4.935,-0.645,0.524169191551729,0.999984495355126,-4.70716551050356
ENSG00000169247.14,SH3TC2,SH3TC2,0.33,-0.717,1.376,2.43,0.644,0.524533031553176,0.999984495355126,-4.68082824421804
ENSG00000232176.1,,,-0.554,-2.314,1.205,-3.756,-0.644,0.524591957335106,0.999984495355126,-4.60526160285581
ENSG00000276170.6,,,0.391,-0.851,1.633,0.651,0.644,0.524644365288793,0.999984495355126,-4.64585256828955
ENSG00000118705.18,RPN2,RPN2,-0.113,-0.472,0.246,8.231,-0.644,0.52472223371582,0.999984495355126,-4.84325865252674
ENSG00000010292.13,NCAPD2,NCAPD2,-0.313,-1.307,0.681,5.527,-0.644,0.524734910290086,0.999984495355126,-4.78347126889023
ENSG00000116678.20,LEPR,LEPR,0.309,-0.671,1.288,3.273,0.644,0.524796811462231,0.999984495355126,-4.65358553348168
ENSG00000132535.22,DLG4,DLG4,0.289,-0.629,1.207,3.515,0.644,0.524804936740904,0.999984495355126,-4.67463959862268
ENSG00000136240.10,KDELR2,KDELR2,-0.092,-0.383,0.199,7.871,-0.644,0.524840420437503,0.999984495355126,-4.8383189477746
ENSG00000079432.9,CIC,CIC,-0.138,-0.577,0.3,6.37,-0.643,0.524877662541029,0.999984495355126,-4.81720906947717
ENSG00000107295.10,SH3GL2,SH3GL2,-0.544,-2.273,1.185,-3.412,-0.643,0.524926233857329,0.999984495355126,-4.61096768308317
ENSG00000183444.10,OR7E38P,OR7E38P,-0.359,-1.502,0.783,0.931,-0.643,0.525180907021966,0.999984495355126,-4.63084093080366
ENSG00000100345.23,MYH9,MYH9,-0.115,-0.48,0.25,10.165,-0.643,0.525261199550883,0.999984495355126,-4.85030912994109
ENSG00000132465.12,JCHAIN,JCHAIN,1.345,-2.931,5.621,-3.539,0.643,0.525268854084505,0.999984495355126,-4.60549650318487
ENSG00000167182.16,SP2,SP2,-0.114,-0.475,0.248,4.156,-0.643,0.525323289168281,0.999984495355126,-4.73062049957294
ENSG00000115825.11,PRKD3,PRKD3,-0.139,-0.58,0.303,5.561,-0.643,0.525348386038062,0.999984495355126,-4.76683613724519
ENSG00000197362.15,ZNF786,ZNF786,-0.124,-0.519,0.27,2.85,-0.643,0.525368017346997,0.999984495355126,-4.68947073014228
ENSG00000242071.3,RPL7AP6,RPL7AP6,-0.189,-0.79,0.412,1.492,-0.643,0.525443735324882,0.999984495355126,-4.64672152286887
ENSG00000137513.11,NARS2,NARS2,-0.128,-0.534,0.278,3.895,-0.643,0.525468192332688,0.999984495355126,-4.70784899468791
ENSG00000175203.17,DCTN2,DCTN2,-0.097,-0.405,0.212,6.87,-0.642,0.52569592277856,0.999984495355126,-4.82694012138516
ENSG00000290818.1,,,-0.603,-2.524,1.317,-0.204,-0.642,0.525735321400153,0.999984495355126,-4.62364506614304
ENSG00000151881.15,TMEM267,TMEM267,-0.18,-0.755,0.394,4.056,-0.642,0.525782200540901,0.999984495355126,-4.70439840710928
ENSG00000213762.12,ZNF134,ZNF134,-0.105,-0.44,0.229,4.527,-0.642,0.525978286050065,0.999984495355126,-4.75345387410569
ENSG00000161277.11,THAP8,THAP8,-0.182,-0.761,0.397,1.806,-0.642,0.525983083197285,0.999984495355126,-4.63893923916394
ENSG00000036257.14,CUL3,CUL3,-0.109,-0.455,0.238,6.342,-0.642,0.525995954309438,0.999984495355126,-4.82748882569343
ENSG00000099338.23,CATSPERG,CATSPERG,0.442,-0.967,1.851,-0.411,0.642,0.526019281519898,0.999984495355126,-4.62495485397336
ENSG00000141738.14,GRB7,GRB7,0.193,-0.421,0.806,1.272,0.642,0.526053741868419,0.999984495355126,-4.69466165812824
ENSG00000164403.15,SHROOM1,SHROOM1,-0.242,-1.013,0.529,2.571,-0.642,0.526065898107055,0.999984495355126,-4.65098695338833
ENSG00000073756.13,PTGS2,PTGS2,0.688,-1.504,2.881,4.251,0.641,0.526155142537885,0.999984495355126,-4.6777201904744
ENSG00000221866.10,PLXNA4,PLXNA4,1.246,-2.723,5.214,-1.191,0.641,0.526248053645745,0.999984495355126,-4.60922889689061
ENSG00000272097.2,TMEM14B-DT,TMEM14B-DT,-0.46,-1.927,1.006,-3.105,-0.641,0.526260347440892,0.999984495355126,-4.61057763500139
ENSG00000182446.15,NPLOC4,NPLOC4,0.123,-0.268,0.514,7.033,0.641,0.526265286657713,0.999984495355126,-4.83445014716354
ENSG00000289504.1,,,-0.304,-1.274,0.665,-0.965,-0.641,0.526281362899469,0.999984495355126,-4.62631429405311
ENSG00000181404.18,WASHC1,WASHC1,0.349,-0.763,1.461,3.285,0.641,0.526287630713669,0.999984495355126,-4.67301604557826
ENSG00000132763.15,MMACHC,MMACHC,-0.249,-1.041,0.544,3.055,-0.641,0.526308191312763,0.999984495355126,-4.67596926613281
ENSG00000232453.7,LINC02777,LINC02777,0.466,-1.019,1.95,-1.505,0.641,0.52636633813619,0.999984495355126,-4.61498003953408
ENSG00000247121.8,,,-0.735,-3.078,1.608,-0.081,-0.641,0.526375493998447,0.999984495355126,-4.62462717035125
ENSG00000143252.16,SDHC,SDHC,-0.126,-0.527,0.275,6.864,-0.641,0.526411329621249,0.999984495355126,-4.82777788556163
ENSG00000224940.10,PRRT4,PRRT4,0.612,-1.339,2.564,-3.814,0.641,0.526457974800546,0.999984495355126,-4.61153882609843
ENSG00000168488.19,ATXN2L,ATXN2L,0.115,-0.251,0.481,6.825,0.641,0.526460245384396,0.999984495355126,-4.83143132312208
ENSG00000168397.17,ATG4B,ATG4B,0.111,-0.242,0.463,5.557,0.641,0.526516541740332,0.999984495355126,-4.79274835522958
ENSG00000140988.16,RPS2,RPS2,-0.169,-0.709,0.371,10.4,-0.641,0.526559752075207,0.999984495355126,-4.85115284525346
ENSG00000107372.13,ZFAND5,ZFAND5,-0.104,-0.437,0.228,7.289,-0.641,0.526665210750506,0.999984495355126,-4.83576949819355
ENSG00000010256.11,UQCRC1,UQCRC1,-0.09,-0.379,0.198,7.379,-0.641,0.526777947223921,0.999984495355126,-4.84232192088156
ENSG00000179950.15,PUF60,PUF60,-0.088,-0.369,0.193,6.687,-0.64,0.526835802054586,0.999984495355126,-4.82831664987039
ENSG00000205542.11,TMSB4X,TMSB4X,-0.187,-0.785,0.411,10.465,-0.64,0.526908482661357,0.999984495355126,-4.84875279857729
ENSG00000243317.8,STMP1,STMP1,-0.181,-0.758,0.396,5.419,-0.64,0.52691017469869,0.999984495355126,-4.78032036515393
ENSG00000100097.12,LGALS1,LGALS1,-0.311,-1.305,0.682,6.221,-0.64,0.526944383649601,0.999984495355126,-4.75451006721337
ENSG00000106803.10,SEC61B,SEC61B,-0.128,-0.537,0.281,6.069,-0.64,0.526946520941399,0.999984495355126,-4.78792630229632
ENSG00000204682.9,MIR1915HG,MIR1915HG,-0.353,-1.479,0.773,0.326,-0.64,0.526971100213728,0.999984495355126,-4.62445620092668
ENSG00000284479.3,SMIM39,SMIM39,0.368,-0.807,1.542,-1.001,0.64,0.52703766391463,0.999984495355126,-4.64570631875657
ENSG00000128159.12,TUBGCP6,TUBGCP6,0.142,-0.311,0.595,5.341,0.64,0.527065067670162,0.999984495355126,-4.79936664070209
ENSG00000081019.14,RSBN1,RSBN1,-0.122,-0.511,0.267,4.566,-0.64,0.527074992031039,0.999984495355126,-4.75414872949128
ENSG00000188612.12,SUMO2,SUMO2,-0.169,-0.708,0.37,7.746,-0.64,0.52713832582615,0.999984495355126,-4.8389255714246
ENSG00000184012.14,TMPRSS2,TMPRSS2,0.212,-0.466,0.89,2.49,0.64,0.52716954859033,0.999984495355126,-4.82409573393554
ENSG00000287261.3,HPS1-AS1,HPS1-AS1,0.476,-1.045,1.997,-2.298,0.64,0.527222702228062,0.999984495355126,-4.61092061809482
ENSG00000077147.16,TM9SF3,TM9SF3,-0.092,-0.385,0.202,8.206,-0.64,0.527257549717814,0.999984495355126,-4.8466927789209
ENSG00000168243.11,GNG4,GNG4,0.82,-1.799,3.438,-0.008,0.64,0.527269537261884,0.999984495355126,-4.61976761942334
ENSG00000125810.10,CD93,CD93,0.875,-1.921,3.671,-2.352,0.64,0.527319968904341,0.999984495355126,-4.60826009324199
ENSG00000065883.18,CDK13,CDK13,-0.13,-0.543,0.284,5.537,-0.64,0.527369040296449,0.999984495355126,-4.80530887070665
ENSG00000273154.3,,,0.24,-0.526,1.005,2.28,0.64,0.52741939475453,0.999984495355126,-4.66075975155742
ENSG00000126903.16,SLC10A3,SLC10A3,-0.164,-0.686,0.359,4.841,-0.639,0.527468626243417,0.999984495355126,-4.75630889855066
ENSG00000229372.1,SZT2-AS1,SZT2-AS1,0.667,-1.465,2.798,-4.572,0.639,0.527536528282155,0.999984495355126,-4.60554323405106
ENSG00000075415.15,SLC25A3,SLC25A3,-0.133,-0.558,0.292,8.684,-0.639,0.527568988661216,0.999984495355126,-4.84773684224978
ENSG00000186469.9,GNG2,GNG2,-1,-4.198,2.197,-0.635,-0.639,0.527612198755954,0.999984495355126,-4.61092287085218
ENSG00000084110.11,HAL,HAL,0.526,-1.155,2.206,-1.34,0.639,0.527666829787811,0.999984495355126,-4.62289784408126
ENSG00000138356.14,AOX1,AOX1,0.562,-1.236,2.36,1.546,0.639,0.527667317986088,0.999984495355126,-4.62908336078778
ENSG00000100316.16,RPL3,RPL3,-0.142,-0.595,0.311,10.288,-0.639,0.527682227152801,0.999984495355126,-4.8518148202801
ENSG00000153046.18,CDYL,CDYL,-0.14,-0.586,0.307,4.874,-0.639,0.527704157501516,0.999984495355126,-4.77490410102295
ENSG00000150054.19,MPP7,MPP7,-0.117,-0.491,0.257,4.137,-0.639,0.527733713122081,0.999984495355126,-4.783472722017
ENSG00000131236.18,CAP1,CAP1,-0.115,-0.481,0.252,8.881,-0.639,0.52789540292487,0.999984495355126,-4.84779076960137
ENSG00000147679.12,UTP23,UTP23,-0.104,-0.439,0.23,4.778,-0.639,0.527940374090575,0.999984495355126,-4.7588719799288
ENSG00000162998.5,FRZB,FRZB,-0.793,-3.331,1.745,-2.924,-0.639,0.527979270173162,0.999984495355126,-4.60852017043457
ENSG00000122026.11,RPL21,RPL21,-0.153,-0.642,0.336,9.062,-0.639,0.527979489257957,0.999984495355126,-4.84783962218845
ENSG00000112658.8,SRF,SRF,-0.173,-0.726,0.38,5.507,-0.639,0.528067519269849,0.999984495355126,-4.79701332642591
ENSG00000291132.1,,,0.497,-1.095,2.09,0.985,0.638,0.528109657925406,0.999984495355126,-4.62150732280089
ENSG00000228274.5,TOMM22-DT,TOMM22-DT,-0.347,-1.46,0.765,-0.918,-0.638,0.528181178323078,0.999984495355126,-4.61776445064131
ENSG00000100445.18,SDR39U1,SDR39U1,0.128,-0.282,0.538,4.314,0.638,0.528197070682316,0.999984495355126,-4.73120621057624
ENSG00000225335.3,,,0.297,-0.653,1.246,-0.222,0.638,0.52819940270895,0.999984495355126,-4.62574891015314
ENSG00000078487.18,ZCWPW1,ZCWPW1,0.302,-0.666,1.271,1.223,0.638,0.528226037340756,0.999984495355126,-4.64694670901121
ENSG00000258388.7,PPT2-EGFL8,PPT2-EGFL8,0.469,-1.033,1.972,0.205,0.638,0.528229134122118,0.999984495355126,-4.6325914157861
ENSG00000244486.9,SCARF2,SCARF2,0.483,-1.063,2.029,2.026,0.638,0.528269757521738,0.999984495355126,-4.63875127352457
ENSG00000141564.16,RPTOR,RPTOR,0.088,-0.195,0.371,5.234,0.638,0.528275814389638,0.999984495355126,-4.78480335934409
ENSG00000114491.14,UMPS,UMPS,-0.102,-0.427,0.224,5.197,-0.638,0.528316939533918,0.999984495355126,-4.78290081031569
ENSG00000135740.17,SLC9A5,SLC9A5,0.362,-0.799,1.524,0.548,0.638,0.528383374124721,0.999984495355126,-4.62254598087991
ENSG00000185404.17,SP140L,SP140L,0.188,-0.415,0.791,4.236,0.638,0.528405085392182,0.999984495355126,-4.72654977695948
ENSG00000001036.14,FUCA2,FUCA2,-0.091,-0.384,0.201,6.168,-0.638,0.528456151517944,0.999984495355126,-4.80140447840977
ENSG00000227486.4,,,0.297,-0.654,1.247,-0.507,0.638,0.528474485511789,0.999984495355126,-4.61877387673842
ENSG00000171130.19,ATP6V0E2,ATP6V0E2,-0.244,-1.025,0.537,4.02,-0.638,0.528484160560449,0.999984495355126,-4.70677176964178
ENSG00000213024.13,NUP62,NUP62,-0.091,-0.383,0.201,5.84,-0.638,0.528488331153078,0.999984495355126,-4.80623367757057
ENSG00000150433.10,TMEM218,TMEM218,-0.254,-1.067,0.559,3.638,-0.638,0.528560867642776,0.999984495355126,-4.69124539248292
ENSG00000130733.11,YIPF2,YIPF2,0.107,-0.235,0.448,5.866,0.638,0.528576180672941,0.999984495355126,-4.80681812916404
ENSG00000197756.10,RPL37A,RPL37A,-0.149,-0.627,0.329,9.063,-0.638,0.52865283598973,0.999984495355126,-4.84805544418316
ENSG00000164244.21,PRRC1,PRRC1,-0.118,-0.497,0.26,6.625,-0.638,0.52870388325169,0.999984495355126,-4.8280767968242
ENSG00000180694.14,TMEM64,TMEM64,-0.188,-0.789,0.414,5.18,-0.637,0.528802464386657,0.999984495355126,-4.77898444921537
ENSG00000186716.21,BCR,BCR,-0.221,-0.931,0.488,6.88,-0.637,0.528816422080524,0.999984495355126,-4.83802485740732
ENSG00000213889.11,PPM1N,PPM1N,-0.437,-1.839,0.965,-1.395,-0.637,0.528840795533786,0.999984495355126,-4.61715641991201
ENSG00000074582.15,BCS1L,BCS1L,0.132,-0.292,0.556,4.235,0.637,0.528876488728398,0.999984495355126,-4.71661043684416
ENSG00000204175.6,GPRIN2,GPRIN2,-0.446,-1.877,0.985,0.034,-0.637,0.528889961248157,0.999984495355126,-4.66090243930743
ENSG00000227946.3,INO80D-AS1,INO80D-AS1,-0.244,-1.026,0.538,0.867,-0.637,0.528929269596399,0.999984495355126,-4.63236205112709
ENSG00000178026.13,LRRC75B,LRRC75B,0.331,-0.73,1.392,1.611,0.637,0.528929742774685,0.999984495355126,-4.63727346853087
ENSG00000101224.18,CDC25B,CDC25B,0.394,-0.87,1.658,5.591,0.637,0.529015888222197,0.999984495355126,-4.75489108321009
ENSG00000118600.13,RXYLT1,RXYLT1,0.123,-0.271,0.517,4.366,0.637,0.529179332168845,0.999984495355126,-4.73685009346343
ENSG00000162976.13,SLC66A3,SLC66A3,-0.198,-0.832,0.437,3.907,-0.637,0.529189537380692,0.999984495355126,-4.68230334929405
ENSG00000141858.12,SAMD1,SAMD1,-0.259,-1.089,0.572,4.539,-0.637,0.529210881482224,0.999984495355126,-4.74815473226817
ENSG00000266921.2,ZNF230-DT,ZNF230-DT,0.372,-0.821,1.564,-0.58,0.637,0.5292110825683,0.999984495355126,-4.62096903117681
ENSG00000273102.2,,,-0.789,-3.322,1.744,-4.738,-0.637,0.529275333782511,0.999984495355126,-4.60566801593818
ENSG00000142677.4,IL22RA1,IL22RA1,-0.388,-1.633,0.857,-1.654,-0.637,0.529284887197623,0.999984495355126,-4.6295498661143
ENSG00000155096.15,AZIN1,AZIN1,0.121,-0.269,0.511,8.335,0.637,0.529285176520534,0.999984495355126,-4.84905343945075
ENSG00000277112.4,ANKRD20A21P,ANKRD20A21P,0.694,-1.534,2.922,-4.771,0.637,0.529320687027223,0.999984495355126,-4.61080836114121
ENSG00000152332.16,UHMK1,UHMK1,-0.112,-0.47,0.247,7.639,-0.637,0.529348390014777,0.999984495355126,-4.84333723605804
ENSG00000090487.11,SPG21,SPG21,-0.099,-0.417,0.219,6.22,-0.636,0.529364067672149,0.999984495355126,-4.81428979715068
