/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DD066Q_Smg1i/PACBIO_DATA/XCAST_20250818_R84050_PL21531-002_1_D01_IsoSeqX_bc11_3p.fastq.gz	Sample20_DD_066Q_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO001V_DMSO/PACBIO_DATA/XCAST_20250815_R84050_PL21524-002_1-1-C01_IsoSeqX_bc06.fastq.gz	Sample21_DO_001V_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO001V_Smg1i/PACBIO_DATA/XCAST_20250815_R84050_PL21523-002_1-1-C01_IsoSeqX_bc05.fastq.gz	Sample22_DO_001V_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO027U_DMSO/PACBIO_DATA/XCAST_20250813_R84050_PL21520-002_1-1-A01_IsoSeqX_bc03.fastq.gz	Sample23_DO_027U_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO027U_Smg1i/PACBIO_DATA/XCAST_20250813_R84050_PL21519-002_1-1-A01_IsoSeqX_bc02.fastq.gz	Sample24_DO_027U_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO029T_DMSO/PACBIO_DATA/XCAST_20250818_R84050_PL21528-002_1_D01_IsoSeqX_bc09_3p.fastq.gz	Sample25_DO_029T_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20250909/DO029T_Smg1i/PACBIO_DATA/XCAST_20250815_R84050_PL21527-002_1-1-C01_IsoSeqX_bc08.fastq.gz	Sample26_DO_029T_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB001V_DMSO/PACBIO_DATA/XCAST_20251105_R8405_1_PL28438-0011-C01_IsoSeqX_bc08.fastq.gz	Sample27_FB_001V_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB001V_Smg1i/PACBIO_DATA/XCAST_20251105_R8405_1_PL28437-0011-C01_IsoSeqX_bc07.fastq.gz	Sample28_FB_001V_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB027U_DMSO/PACBIO_DATA/XCAST_20251103_R84050_PL28434-001-1-B01_IsoSeqX_bc04.fastq.gz	Sample29_FB_027U_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB027U_Smg1i/PACBIO_DATA/XCAST_20251103_R84050_PL28433-001-1-B01_IsoSeqX_bc03.fastq.gz	Sample30_FB_027U_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB029T_DMSO_clean/PACBIO_DATA/XCAST_20251105_R8405_1_PL28442-0011-D01_IsoSeqX_bc12.fastq.gz	Sample31_FB_029T_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/FB029T_Smg1i_clean/PACBIO_DATA/XCAST_20251105_R8405_1_PL28441-0011-D01_IsoSeqX_bc11.fastq.gz	Sample32_FB_029T_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV001V_DMSO/PACBIO_DATA/XCAST_20251105_R8405_1_PL28436-0011-C01_IsoSeqX_bc06.fastq.gz	Sample33_MV_001V_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV001V_Smg1i/PACBIO_DATA/XCAST_20251105_R8405_1_PL28435-0011-C01_IsoSeqX_bc05.fastq.gz	Sample34_MV_001V_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV027U_DMSO/PACBIO_DATA/XCAST_20251103_R84050_PL28432-001-1-B01_IsoSeqX_bc02.fastq.gz	Sample35_MV_027U_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV027U_Smg1i/PACBIO_DATA/XCAST_20251103_R84050_PL28431-001-1-B01_IsoSeqX_bc01.fastq.gz	Sample36_MV_027U_Smg1i
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV029T_DMSO/PACBIO_DATA/XCAST_20251105_R8405_1_PL28440-0011-D01_IsoSeqX_bc10.fastq.gz	Sample37_MV_029T_DMSO
/proj/regeps/regep00/studies/ExternalCellLines/data/longread/mrna/Randell_Lung_Cells_2025/data/raw/20251112/MV029T_Smg1i/PACBIO_DATA/XCAST_20251105_R8405_1_PL28439-0011-D01_IsoSeqX_bc09.fastq.gz	Sample38_MV_029T_Smg1i
