event_type	nmd_comparison	run	nmd_n	nmd_has	nmd_rate	baseline_n	baseline_has	baseline_rate	diff	odds_ratio	or_ci_lower	or_ci_upper	p_value	fdr_p
Alt_TSS	C1	at	22	14	0.6363636363636364	1516	1016	0.6701846965699209	-0.0338210602062845	0.8613147418736611	0.33459051109408233	2.38614152709593	0.8199370951390289	0.9681109916994594
Alt_TSS	C1	dd	61	41	0.6721311475409836	1265	852	0.6735177865612648	-0.001386639020281244	0.9937240726318667	0.5607240494490565	1.8145273629403067	1	1
Alt_TSS	C1	dd_ali	48	35	0.7291666666666666	603	399	0.6616915422885572	0.06747512437810943	1.375875304956566	0.6917373110174799	2.899570872066581	0.42665718208586767	0.7860760404269076
Alt_TSS	C1	fb	13	7	0.5384615384615384	1618	1046	0.646477132262052	-0.10801559380051351	0.6381440819071966	0.18268501196357312	2.310262583681556	0.40137662905636673	0.7860760404269076
Alt_TSS	C1	mv	41	25	0.6097560975609756	1430	932	0.6517482517482518	-0.0419921541872762	0.8350132756670754	0.42400726107053566	1.6906281796990725	0.6192420934489279	0.9005530894855742
Alt_TSS	C2	all_samples	171	115	0.672514619883041	280	191	0.6821428571428572	-0.009628237259816208	0.957018572663045	0.6254262362455286	1.470073094368116	0.8360958564677149	0.9681109916994594
Alt_TSS	C2	at	184	116	0.6304347826086957	1516	1016	0.6701846965699209	-0.03974991396122518	0.8396084906791257	0.6047504343531855	1.1725028344953234	0.28294137013687115	0.7860760404269076
Alt_TSS	C2	dd	390	273	0.7	1265	852	0.6735177865612648	0.026482213438735136	1.1309470097223484	0.8787315142790342	1.4610156110434798	0.3519315956878518	0.7860760404269076
Alt_TSS	C2	dd_ali	227	160	0.7048458149779736	603	399	0.6616915422885572	0.043154272689416406	1.2206726762322564	0.8669780330067621	1.7298818790542898	0.2461846093233806	0.7860760404269076
Alt_TSS	C2	fb	75	46	0.6133333333333333	1618	1046	0.646477132262052	-0.03314379892871866	0.8674893502407619	0.5269437149057804	1.4488648479555284	0.6216834448595633	0.9005530894855742
Alt_TSS	C2	mv	253	165	0.6521739130434783	1430	932	0.6517482517482518	4.25661295226476e-4	1.001876575469321	0.7508274031754197	1.3432109312355045	0.9999999999999992	1
Alt_TES	C1	at	22	11	0.5	1516	845	0.5573878627968337	-0.05738786279683372	0.7942074938427861	0.310153561219923	2.033765503118746	0.6676794193082418	0.9005530894855742
Alt_TES	C1	dd	61	35	0.5737704918032787	1265	688	0.5438735177865612	0.029896974016717426	1.1288550125516772	0.6516625027316062	1.9779987977445819	0.6941289011777743	0.9005530894855742
Alt_TES	C1	dd_ali	48	23	0.4791666666666667	603	332	0.5505804311774462	-0.07141376451077946	0.7513031923430002	0.39765181561437557	1.4137763055077006	0.36825964554324075	0.7860760404269076
Alt_TES	C1	fb	13	10	0.7692307692307693	1618	877	0.542027194066749	0.22720357516402023	2.8147256959205538	0.7212444509433997	15.975561836119448	0.16021695491562937	0.7860760404269076
Alt_TES	C1	mv	41	25	0.6097560975609756	1430	773	0.5405594405594406	0.06919665700153499	1.327769726298109	0.6748586195320868	2.6860804551730193	0.4287687493237678	0.7860760404269076
Alt_TES	C2	all_samples	171	104	0.6081871345029239	280	148	0.5285714285714286	0.07961570593149536	1.3834164272057055	0.924201583008481	2.078054430417965	0.11777978025501704	0.7860760404269076
Alt_TES	C2	at	184	96	0.5217391304347826	1516	845	0.5573878627968337	-0.03564873236205113	0.8663477453843973	0.630202471586045	1.1920375300052406	0.3878741656183312	0.7860760404269076
Alt_TES	C2	dd	390	224	0.5743589743589743	1265	688	0.5438735177865612	0.030485456572413083	1.131604413984761	0.8943178406941726	1.4335504067489817	0.2952246699414556	0.7860760404269076
Alt_TES	C2	dd_ali	227	121	0.5330396475770925	603	332	0.5505804311774462	-0.017540783600353604	0.9318541093750761	0.6782542364112862	1.2812705260668256	0.6958819327843073	0.9005530894855742
Alt_TES	C2	fb	75	45	0.6	1618	877	0.542027194066749	0.05797280593325094	1.267211991974792	0.7721463557974402	2.1061384736643274	0.34469558907052755	0.7860760404269076
Alt_TES	C2	mv	253	137	0.541501976284585	1430	773	0.5405594405594406	9.425357251443556e-4	1.0038007570890728	0.7609690033121341	1.3257045755364025	0.9999999999999991	1
